chr	strand	start	end	gene_id	gene_symbol	omega
8	+	120059780	120372036	ENSG00000187955.11	COL14A1	0
2	-	229357629	229714558	ENSG00000187957.7	DNER	0
17	-	73248449	73262352	ENSG00000187959.9	CPSF4L	0
1	+	960587	965715	ENSG00000187961.13	KLHL17	0.231362
X	+	74304190	74305031	ENSG00000187969.5	ZCCHC13	0
1	-	20161253	20177424	ENSG00000187980.6	PLA2G2C	0.00847371
6	-	28431930	28443502	ENSG00000187987.9	ZSCAN23	0
19	-	38867834	38878279	ENSG00000187994.13	RINL	24.4259
17	+	78146353	78166177	ENSG00000187997.11	C17orf99	0.521898
19	+	9185594	9188817	ENSG00000188000.3	OR7D2	0.262919
3	+	188947214	189325304	ENSG00000188001.9	TPRG1	0.25153
1	-	159834474	159855347	ENSG00000188004.9	C1orf204	0
2	+	38875962	38929072	ENSG00000188010.12	MORN2	2.27368
2	+	241869600	241873823	ENSG00000188011.5	RTP5	0
1	-	153547329	153549372	ENSG00000188015.9	S100A3	0.00847371
X	+	56563639	56567868	ENSG00000188021.8	UBQLN2	66.2349
12	-	123470054	123533718	ENSG00000188026.12	RILPL1	1.51139
19	-	14081619	14085875	ENSG00000188032.9	C19orf67	0.0550581
19	-	12577961	12640098	ENSG00000188033.9	ZNF490	1.54531
7	+	143316126	143352083	ENSG00000188037.10	CLCN1	0.052788
16	+	67884805	67888855	ENSG00000188038.7	NRN1L	0
19	+	16719976	16817963	ENSG00000188039.13	NWD1	0
2	-	234493041	234497053	ENSG00000188042.7	ARL4C	2.70811
7	-	122697712	122699156	ENSG00000188050.2	RNF133	0
19	-	17435509	17448567	ENSG00000188051.6	TMEM221	0
6	+	41228324	41238882	ENSG00000188056.11	TREML4	0
1	+	28592200	28595443	ENSG00000188060.6	RAB42	0
22	-	45920362	45977129	ENSG00000188064.9	WNT7B	0
11	-	63759892	63768775	ENSG00000188070.9	C11orf95	3.03886
11	+	193080	194573	ENSG00000188076.2	SCGB1C1	0
3	-	46742092	46812558	ENSG00000188086.12	PRSS45	0
15	-	41981582	42051190	ENSG00000188089.13	PLA2G4E	0
1	+	147928393	147993521	ENSG00000188092.14	GPR89B	0
15	+	89760591	89778754	ENSG00000188095.4	MESP2	0.0481759
10	+	87020306	87024730	ENSG00000188100.8	FAM25A	0
6	-	63719980	65707225	ENSG00000188107.14	EYS	0.428284
6	-	42101118	42142619	ENSG00000188112.8	C6orf132	0.0612296
11	-	6767987	6769055	ENSG00000188124.2	OR2AG2	0
22	-	50245450	50261825	ENSG00000188130.13	MAPK12	6.01181
9	+	32783499	32787399	ENSG00000188133.5	TMEM215	0
9	+	96928310	96940253	ENSG00000188152.12	NUTM2G	0.281341
X	+	108439844	108697545	ENSG00000188153.12	COL4A5	0
21	-	44579796	44592505	ENSG00000188155.10	KRTAP10-6	0
1	+	1020123	1056118	ENSG00000188157.13	AGRN	5.59077
X	+	17375420	17735994	ENSG00000188158.14	NHS	0
11	+	17547373	17647150	ENSG00000188162.10	OTOG	0
9	-	137243584	137247770	ENSG00000188163.7	FAM166A	0
3	-	33090421	33096801	ENSG00000188167.8	TMPPE	1.771
19	-	20620061	20661596	ENSG00000188171.15	ZNF626	2.47199
7	-	93188586	93226524	ENSG00000188175.9	HEPACAM2	0
17	+	4583999	4608319	ENSG00000188176.11	SMTNL2	0
2	+	112275594	112340063	ENSG00000188177.13	ZC3H6	5.24334
7	+	100148907	100155944	ENSG00000188186.10	LAMTOR4	38.0047
7	-	549197	727650	ENSG00000188191.14	PRKAR1B	18.5153
10	+	79703227	79714681	ENSG00000188199.10	NUTM2B	0
11	+	17351726	17377341	ENSG00000188211.8	NCR3LG1	0
16	-	20854925	20900384	ENSG00000188215.9	DCUN1D3	5.14488
2	+	131218067	131265278	ENSG00000188219.14	POTEE	0
19	+	37506939	37548762	ENSG00000188227.12	ZNF793	1.54135
9	+	137241213	137243707	ENSG00000188229.5	TUBB4B	172.405
10	-	45825594	45853875	ENSG00000188234.13	AGAP4	3.33412
13	-	75525219	75549439	ENSG00000188243.12	COMMD6	34.2504
1	-	19975431	19980416	ENSG00000188257.10	PLA2G2A	0
22	-	49994513	50012659	ENSG00000188263.10	IL17REL	0
15	+	78507564	78537372	ENSG00000188266.13	HYKK	0.482477
19	-	14792490	14835376	ENSG00000188269.8	OR7A5	0
15	+	40770080	40772449	ENSG00000188277.9	C15orf62	1.35833
2	+	218034960	218090581	ENSG00000188282.12	RUFY4	0.390626
19	+	37217926	37248738	ENSG00000188283.11	ZNF383	5.29913
1	-	998962	1000172	ENSG00000188290.10	HES4	1.18222
19	+	46229752	46231243	ENSG00000188293.5	IGFL1	0
1	-	247099962	247104372	ENSG00000188295.14	ZNF669	4.44011
19	-	2274622	2282176	ENSG00000188305.5	C19orf35	0.201799
3	+	169821922	169837775	ENSG00000188306.6	LRRIQ4	0.0623351
9	+	92325484	92620533	ENSG00000188312.13	CENPP	10.8035
3	-	146515180	146544864	ENSG00000188313.12	PLSCR1	26.8838
3	-	49268602	49277909	ENSG00000188315.7	C3orf62	5.8408
10	+	116849512	116911788	ENSG00000188316.13	ENO4	0
19	+	9323772	9351162	ENSG00000188321.13	ZNF559	5.58005
16	+	28292519	28323849	ENSG00000188322.4	SBK1	0.16306
12	-	55294288	55295232	ENSG00000188324.3	OR6C6	0
19	-	47968046	47992170	ENSG00000188334.3	BSPH1	0
3	+	50205246	50221486	ENSG00000188338.14	SLC38A3	0.0138522
1	-	158776682	158777635	ENSG00000188340.1	OR6N2	0
13	+	45120515	45284909	ENSG00000188342.11	GTF2F2	52.5758
8	+	93698561	93731527	ENSG00000188343.12	FAM92A1	6.88497
9	+	20658309	20995955	ENSG00000188352.12	FOCAD	31.8735
19	+	42302098	42310821	ENSG00000188368.9	PRR19	0.344782
7	+	76397518	76442071	ENSG00000188372.14	ZP3	0.535686
10	+	84173738	84185294	ENSG00000188373.4	C10orf99	0.044638
12	-	31791185	31792241	ENSG00000188375.4	H3F3C	0.164683
9	-	21384254	21385388	ENSG00000188379.6	IFNA2	0.355896
10	+	132104671	132184809	ENSG00000188385.11	JAKMIP3	0
9	-	101591615	101595021	ENSG00000188386.6	PPP3R2	0
2	-	241849881	241858908	ENSG00000188389.10	PDCD1	2.13254
12	-	9898673	9932381	ENSG00000188393.8	CLEC2A	0
9	+	123034527	123035696	ENSG00000188394.6	GPR21	0
1	-	44805913	44806675	ENSG00000188396.3	TCTEX1D4	0.0687437
1	-	169690667	169711698	ENSG00000188404.8	SELL	22.6436
X	+	26216169	26218270	ENSG00000188408.5	MAGEB5	0
X	-	85861180	86047562	ENSG00000188419.13	CHM	16.5746
19	-	45913214	45914870	ENSG00000188425.3	NANOS2	0
6	-	8013567	8064414	ENSG00000188428.18	BLOC1S5	15.5207
2	-	181536676	181680665	ENSG00000188452.13	CERKL	0
15	+	48120972	48142672	ENSG00000188467.10	SLC24A5	0
9	-	129175552	129178262	ENSG00000188483.7	IER5L	0.710484
11	-	119093854	119095467	ENSG00000188486.3	H2AFX	44.3175
11	+	15112424	15247208	ENSG00000188487.11	INSC	0
14	+	94561442	94593120	ENSG00000188488.13	SERPINA5	0
19	-	40740856	40751553	ENSG00000188493.14	C19orf54	25.546
15	-	66547179	66565979	ENSG00000188501.11	LCTL	0.20337
19	+	39196961	39201884	ENSG00000188505.4	NCCRP1	0.0587699
19	-	35487324	35495558	ENSG00000188508.10	KRTDAP	0
4	-	108810721	109302657	ENSG00000188517.14	COL25A1	0
17	-	18968789	19004804	ENSG00000188522.14	FAM83G	26.1956
9	+	132410043	132573317	ENSG00000188523.8	CFAP77	0
1	-	23964804	23980927	ENSG00000188529.14	SRSF10	93.1728
16	+	172847	173710	ENSG00000188536.12	HBA2	0
2	+	240560054	240564014	ENSG00000188542.9	DUSP28	1.60786
15	-	40331452	40340967	ENSG00000188549.12	C15orf52	0
17	+	43170481	43211689	ENSG00000188554.13	NBR1	38.2042
1	+	248521647	248522597	ENSG00000188558.5	OR2G6	0
20	-	20389552	20712488	ENSG00000188559.13	RALGAPA2	20.6982
9	+	137205685	137217009	ENSG00000188566.12	NDOR1	0.206133
5	+	168529116	168530634	ENSG00000188573.7	FBLL1	0
6	+	123804141	124825657	ENSG00000188580.13	NKAIN2	0
17	-	41040559	41041461	ENSG00000188581.8	KRTAP1-1	0
3	-	142949164	142963682	ENSG00000188582.8	PAQR9	0
1	-	178479247	178499634	ENSG00000188585.7	LINC00083	0
12	+	96489571	96875555	ENSG00000188596.10	CFAP54	0
16	-	28474111	28495575	ENSG00000188603.17	CLN3	10.6925
1	-	121167646	121185539	ENSG00000188610.12	FAM72B	15.2517
10	-	50182778	50248610	ENSG00000188611.14	ASAH2	0.580149
17	-	75165586	75182983	ENSG00000188612.11	SUMO2	314.525
10	+	119029716	119033732	ENSG00000188613.6	NANOS1	0.337675
10	+	123135962	123137741	ENSG00000188620.9	HMX3	1.40088
19	-	46120071	46124674	ENSG00000188624.2	IGFL3	0
15	-	28701954	28738384	ENSG00000188626.6	GOLGA8M	0
19	+	9363020	9382617	ENSG00000188629.11	ZNF177	0.177862
22	-	44492572	44498298	ENSG00000188636.3	LDOC1L	4.78915
1	-	97077743	97921049	ENSG00000188641.12	DPYD	13.8958
1	-	153606886	153613145	ENSG00000188643.10	S100A16	0
9	-	69709522	69759959	ENSG00000188647.12	PTAR1	17.2248
10	+	95907603	96032684	ENSG00000188649.12	CC2D2B	0.321085
14	-	20556093	20560931	ENSG00000188655.10	RNASE9	0
15	+	82262810	82284930	ENSG00000188659.9	SAXO2	0.272718
1	-	25362249	25430192	ENSG00000188672.17	RHCE	0
2	-	208165343	208190073	ENSG00000188674.10	C2orf80	9.10501e-08
8	+	39934614	40016391	ENSG00000188676.13	IDO2	0
22	+	43999211	44172949	ENSG00000188677.14	PARVB	133.209
2	-	74216242	74343414	ENSG00000188687.16	SLC4A5	0.133826
10	-	125784980	125823248	ENSG00000188690.12	UROS	38.7895
11	-	5967177	5968494	ENSG00000188691.5	OR56A5	0
21	-	30281309	30282958	ENSG00000188694.5	KRTAP24-1	0
X	-	129803288	129843909	ENSG00000188706.12	ZDHHC9	17.4456
7	+	150329789	150332721	ENSG00000188707.5	ZBED6CL	10.2362
9	-	130892702	130896812	ENSG00000188710.2	QRFP	0
10	-	75037836	75058514	ENSG00000188716.5	DUPD1	0
5	-	61157709	61162474	ENSG00000188725.7	SMIM15	69.2796
3	+	191199241	191265615	ENSG00000188729.6	OSTN	0
7	+	49773661	49921950	ENSG00000188730.4	VWC2	0
7	+	23680130	23703249	ENSG00000188732.10	FAM221A	3.63003
12	+	121712752	121783001	ENSG00000188735.12	TMEM120B	9.49763
2	+	185738628	185833290	ENSG00000188738.13	FSIP2	0.059316
1	-	235131183	235161457	ENSG00000188739.14	RBM34	10.8011
9	+	137423350	137434406	ENSG00000188747.8	NOXA1	0
2	+	219543663	219550595	ENSG00000188760.10	TMEM198	0.570333
1	-	113878168	113887547	ENSG00000188761.11	BCL2L15	0
7	+	73433783	73436120	ENSG00000188763.4	FZD9	0.130763
19	+	38388421	38399587	ENSG00000188766.12	SPRED3	0
1	+	203494143	203508864	ENSG00000188770.9	OPTC	0
11	-	112248479	112260860	ENSG00000188771.4	PLET1	0
8	-	37962991	37966965	ENSG00000188778.5	ADRB3	0.00735078
15	+	67819704	67834561	ENSG00000188779.10	SKOR1	0
1	+	26190561	26202968	ENSG00000188782.8	CATSPER4	0
1	+	203475828	203491352	ENSG00000188783.5	PRELP	0.903219
1	-	19920009	19923617	ENSG00000188784.4	PLA2G2E	0
19	+	57389850	57402992	ENSG00000188785.11	ZNF548	17.2516
1	-	37809567	37859620	ENSG00000188786.9	MTF1	23.5952
1	+	40245947	40251691	ENSG00000188800.5	TMCO2	0
17	+	11241263	11564063	ENSG00000188803.14	SHISA6	0
1	+	9588922	9614873	ENSG00000188807.12	TMEM201	11.5181
13	+	39038306	39050109	ENSG00000188811.13	NHLRC3	17.4542
10	+	123148122	123150672	ENSG00000188816.3	HMX2	0.815837
3	+	63652668	63679020	ENSG00000188817.7	SNTN	0.00713806
5	-	795606	850986	ENSG00000188818.12	ZDHHC11	0.617328
6	+	116461370	116463779	ENSG00000188820.12	FAM26F	0.347422
1	-	23870526	23913362	ENSG00000188822.7	CNR2	12.1846
16	-	3581181	3611598	ENSG00000188827.10	SLX4	0
X	-	103707224	103728655	ENSG00000188828.11	GLRA4	0
9	-	137434364	137441816	ENSG00000188833.9	ENTPD8	0
3	+	40457292	40468587	ENSG00000188846.13	RPL14	554.667
4	-	42110938	42152878	ENSG00000188848.15	BEND4	2.87259
1	-	166057426	166166969	ENSG00000188859.6	FAM78B	0.0966275
19	-	12317477	12333720	ENSG00000188868.13	ZNF563	6.1637
15	-	81331217	81374213	ENSG00000188869.12	TMC3	0.791241
17	-	75909574	75941140	ENSG00000188878.18	FBF1	0.279633
7	-	139452690	139483712	ENSG00000188883.4	KLRG2	0
2	-	96123850	96138436	ENSG00000188886.3	ASTL	0
17	+	40122298	40136916	ENSG00000188895.11	MSL1	63.7532
16	-	11359845	11523588	ENSG00000188897.8	CTD-3088G3.8	0.0198246
12	+	40196744	40369285	ENSG00000188906.14	LRRK2	1.20739
11	-	122977570	122981720	ENSG00000188909.4	BSX	0
1	+	34781189	34786369	ENSG00000188910.7	GJB3	0
10	-	127135426	127196158	ENSG00000188916.8	FAM196A	0
X	-	101009346	101052116	ENSG00000188917.14	TRMT2B	6.67005
9	-	20999515	21031636	ENSG00000188921.13	HACD4	5.64076
1	-	161364731	161367874	ENSG00000188931.3	CFAP126	0
X	+	41447434	41475710	ENSG00000188937.5	NYX	0
9	-	93446494	93453592	ENSG00000188938.15	FAM120AOS	8.93512
3	-	191267168	191330536	ENSG00000188958.9	UTS2B	0
9	-	110190048	110208189	ENSG00000188959.9	C9orf152	0.0222859
1	-	944204	959309	ENSG00000188976.10	NOC2L	30.264
4	+	3244369	3271738	ENSG00000188981.10	MSANTD1	0.195542
1	+	12716115	12728759	ENSG00000188984.11	AADACL3	0
9	+	137255173	137273547	ENSG00000188986.5	NELFB	43.9744
12	-	16188485	16277685	ENSG00000188991.3	SLC15A5	0
21	-	14108813	14210891	ENSG00000188992.11	LIPI	0.059316
4	-	51993702	52017620	ENSG00000188993.3	LRRC66	0
6	+	87152833	87264196	ENSG00000188994.12	ZNF292	73.9669
6	-	655939	656963	ENSG00000188996.4	HUS1B	0.113117
11	-	78171249	78188822	ENSG00000188997.7	KCTD21	5.75651
19	-	35523367	35528351	ENSG00000189001.10	SBSN	0
6	-	143422832	143450673	ENSG00000189007.15	ADAT2	19.3428
19	+	54803535	54814517	ENSG00000189013.14	KIR2DL4	0
X	+	35798342	35803735	ENSG00000189023.10	MAGEB16	0
1	-	156298624	156299299	ENSG00000189030.9	VHLL	0
X	+	44844004	44844888	ENSG00000189037.7	DUSP21	0
19	+	36687612	36727701	ENSG00000189042.13	ZNF567	3.80746
7	-	10931951	10940256	ENSG00000189043.9	NDUFA4	150.571
5	+	75611459	75671846	ENSG00000189045.13	ANKDD1B	0
12	-	109088188	109093631	ENSG00000189046.10	ALKBH2	18.1596
17	-	59952240	59964761	ENSG00000189050.15	RNFT1	0.324101
17	-	8390704	8397826	ENSG00000189051.5	RNF222	0.0849398
19	+	49043884	49045311	ENSG00000189052.6	CGB5	0
7	-	103471784	103989516	ENSG00000189056.13	RELN	0
11	+	59107185	59127410	ENSG00000189057.10	FAM111B	50.0855
3	-	195568702	195584205	ENSG00000189058.8	APOD	0
22	+	37805093	37807436	ENSG00000189060.5	H1F0	14.8711
X	+	49589529	49596827	ENSG00000189064.8	GAGE2A	0
16	-	11547722	11636381	ENSG00000189067.12	LITAF	287.085
19	-	54040825	54063953	ENSG00000189068.9	VSTM1	0
7	-	75986837	75994659	ENSG00000189077.10	TMEM120A	5.75812
12	+	45729665	45908040	ENSG00000189079.15	ARID2	13.8405
10	-	47487219	47491693	ENSG00000189090.7	FAM25G	0
16	+	70523788	70577670	ENSG00000189091.12	SF3B3	174.754
4	+	151277171	151291453	ENSG00000189099.11	PRSS48	0
X	+	104566315	105767829	ENSG00000189108.12	IL1RAPL2	0
19	+	45178745	45181801	ENSG00000189114.6	BLOC1S3	13.2275
17	-	47844908	47855874	ENSG00000189120.4	SP6	2.84998e-09
5	-	80556755	80570488	ENSG00000189127.7	ANKRD34B	0
10	+	80131682	80145359	ENSG00000189129.13	PLAC9	0.0112475
X	+	34942796	34944915	ENSG00000189132.6	FAM47B	0
6	+	28259320	28260958	ENSG00000189134.3	NKAPL	0.0677897
14	-	44504342	44507279	ENSG00000189139.5	FSCB	0
7	+	73799542	73832693	ENSG00000189143.9	CLDN4	0
19	-	37735833	37817300	ENSG00000189144.13	ZNF573	0
17	+	19127469	19159176	ENSG00000189152.10	GRAPL	1.67986
4	+	76214040	76283780	ENSG00000189157.13	FAM47E	0.266305
17	-	75135248	75168281	ENSG00000189159.15	HN1	123.885
19	+	37371061	37393066	ENSG00000189164.14	ZNF527	1.81971
13	-	32303700	32315344	ENSG00000189167.11	ZAR1L	0
21	+	44697172	44698044	ENSG00000189169.7	KRTAP10-12	0
1	-	153618787	153631360	ENSG00000189171.14	S100A13	0.150113
10	+	38010650	38065088	ENSG00000189180.15	ZNF33A	18.2593
1	-	248681369	248682304	ENSG00000189181.4	OR14I1	0.052788
12	-	52689626	52703463	ENSG00000189182.9	KRT77	0
4	-	137518918	137532494	ENSG00000189184.11	PCDH18	0.149899
X	+	27590382	27748821	ENSG00000189186.10	DCAF8L2	0
19	-	52764195	52786791	ENSG00000189190.9	ZNF600	0.152181
1	+	92080305	92184725	ENSG00000189195.10	BTBD8	0
X	+	43654907	43746824	ENSG00000189221.9	MAOA	0
15	+	67521068	67530143	ENSG00000189227.5	C15orf61	3.68795
8	-	28021964	28083871	ENSG00000189233.11	NUGGC	0.719324
6	-	116276578	116279903	ENSG00000189241.6	TSPYL1	68.0399
X	-	143508735	143517475	ENSG00000189252.4	SPANXN3	0
11	-	89869282	89876017	ENSG00000189253.7	TRIM64B	0
1	+	23959109	23963462	ENSG00000189266.11	PNRC2	207.723
22	-	23608452	23632321	ENSG00000189269.12	DRICH1	0
1	+	34755047	34758512	ENSG00000189280.3	GJB5	0
3	-	59749310	61251459	ENSG00000189283.9	FHIT	5.30377
2	-	279558	288851	ENSG00000189292.15	FAM150B	0
6	+	28349914	28369177	ENSG00000189298.13	ZKSCAN3	2.83682
X	+	55623400	55625325	ENSG00000189299.6	FOXR2	0
22	-	42509968	42519802	ENSG00000189306.10	RRP7A	57.5799
4	-	82909973	83012926	ENSG00000189308.10	LIN54	13.9188
10	-	124619292	124744269	ENSG00000189319.13	FAM53B	21.6922
7	-	135728348	135748846	ENSG00000189320.8	FAM180A	0
6	-	36315757	36336885	ENSG00000189325.6	C6orf222	0.158292
X	+	143025918	143034702	ENSG00000189326.4	SPANXN4	0
1	-	153614255	153616986	ENSG00000189334.8	S100A14	0.0169474
1	+	13892792	15118043	ENSG00000189337.16	KAZN	1.20009
1	-	1659529	1692728	ENSG00000189339.11	SLC35E2B	38.662
2	+	28956611	29061373	ENSG00000189350.12	FAM179A	0
9	+	81928514	81934948	ENSG00000189357.8	SPATA31D4	0
2	-	190504342	190534722	ENSG00000189362.11	NEMP2	6.69176
3	-	125929275	125937039	ENSG00000189366.9	ALG1L	0
6	-	127440343	127459391	ENSG00000189367.14	KIAA0408	0
X	+	51743431	51746232	ENSG00000189369.8	GSPT2	22.6323
17	-	18635006	18661950	ENSG00000189375.10	TBC1D28	0.317692
8	-	123219957	123241398	ENSG00000189376.11	C8orf76	7.27871
19	-	42428288	42443048	ENSG00000189377.8	CXCL17	0
X	+	70062491	70064179	ENSG00000189401.2	OTUD6A	0.00692619
13	-	30456704	30617597	ENSG00000189403.14	HMGB1	301.531
1	+	1632095	1635263	ENSG00000189409.13	MMP23B	0.0235032
1	-	20719732	20732837	ENSG00000189410.11	SH2D5	0.0310394
X	+	153418322	153426481	ENSG00000189420.8	ZFP92	0.271159
19	+	54906150	54916140	ENSG00000189430.12	NCR1	0
11	+	13009577	13012106	ENSG00000189431.7	RASSF10	0
1	+	34759741	34763724	ENSG00000189433.5	GJB4	0
1	+	248098649	248100922	ENSG00000196071.4	OR2L13	0
10	-	100273280	100286712	ENSG00000196072.11	BLOC1S2	55.8918
20	-	59863563	59933655	ENSG00000196074.12	SYCP2	0
19	-	23221599	23250390	ENSG00000196081.9	ZNF724P	1.44462
3	+	190514051	190659750	ENSG00000196083.9	IL1RAP	0.479598
20	-	42072752	43189970	ENSG00000196090.12	PTPRT	0
12	+	101568353	101686018	ENSG00000196091.13	MYBPC1	0
9	-	36833275	37034185	ENSG00000196092.12	PAX5	192.502
3	+	98353854	98354819	ENSG00000196098.2	OR5K4	0
11	-	123805335	123806387	ENSG00000196099.4	OR6M1	0
4	-	166733384	167234796	ENSG00000196104.10	SPOCK3	0
19	-	22179091	22196951	ENSG00000196109.6	ZNF676	0
19	-	9294275	9309838	ENSG00000196110.7	ZNF699	1.24697
9	+	97411950	97496125	ENSG00000196116.7	TDRD7	28.9953
16	-	30757423	30762710	ENSG00000196118.11	CCDC189	0.0343714
11	+	124569997	124571142	ENSG00000196119.6	OR8A1	0
16	-	67175602	67184040	ENSG00000196123.12	KIAA0895L	5.4202
6	-	32552990	32589848	ENSG00000196126.10	HLA-DRB1	76.0897
19	+	53258292	53261837	ENSG00000196131.6	VN1R2	0.0288238
20	+	64151791	64242253	ENSG00000196132.11	MYT1	0
14	+	94612384	94624055	ENSG00000196136.16	SERPINA3	0
10	+	5035354	5107686	ENSG00000196139.13	AKR1C3	0
2	+	200305881	200482263	ENSG00000196141.13	SPATS2L	16.0976
8	-	144876497	144902168	ENSG00000196150.13	ZNF250	4.99831
2	-	159235793	159286799	ENSG00000196151.10	WDSUB1	8.56457
9	+	127424374	127445372	ENSG00000196152.10	ZNF79	6.49936
1	-	153543613	153550136	ENSG00000196154.11	S100A4	10.6241
16	+	67277510	67289499	ENSG00000196155.12	PLEKHG4	0.111943
17	-	41167231	41168194	ENSG00000196156.4	KRTAP4-3	0
4	+	125316399	125492932	ENSG00000196159.11	FAT4	0
8	-	38510834	38528662	ENSG00000196166.3	C8orf86	0
17	+	74326210	74355820	ENSG00000196169.14	KIF19	0
1	-	158699678	158700652	ENSG00000196171.3	OR6K2	0
19	-	23739195	23758891	ENSG00000196172.9	ZNF681	1.33016
10	+	123008979	123058311	ENSG00000196177.12	ACADSB	39.6111
1	-	36339624	36385896	ENSG00000196182.10	STK40	58.5083
1	+	159439722	159440811	ENSG00000196184.8	OR10J1	0
1	-	225845536	225882369	ENSG00000196187.11	TMEM63A	14.1358
1	-	206009264	206023909	ENSG00000196188.10	CTSE	0
1	+	156147366	156177752	ENSG00000196189.12	SEMA4A	62.8559
9	+	35906192	35907141	ENSG00000196196.2	HRCT1	0
13	+	19633681	19673459	ENSG00000196199.13	MPHOSPH8	87.215
2	+	11482341	11642788	ENSG00000196208.13	GREB1	0.0201829
20	-	1470741	1491587	ENSG00000196209.12	SIRPB2	0
19	+	52269571	52296046	ENSG00000196214.10	ZNF766	22.8267
19	+	38433699	38587564	ENSG00000196218.12	RYR1	0.485964
3	-	8980591	9363053	ENSG00000196220.15	SRGAP3	0.882037
11	-	1607565	1608463	ENSG00000196224.7	KRTAP5-3	0
20	+	59933764	59948680	ENSG00000196227.10	FAM217B	13.184
2	+	108247195	108265351	ENSG00000196228.3	SULT1C3	0
10	+	96832260	96995959	ENSG00000196233.12	LCOR	31.1293
19	+	39436156	39476670	ENSG00000196235.13	SUPT5H	84.099
22	+	40857077	40932815	ENSG00000196236.12	XPNPEP3	3.14715
1	+	248452798	248453772	ENSG00000196240.3	OR2T2	0
1	-	247530132	247533839	ENSG00000196242.7	OR2C3	0
7	+	64666083	64711582	ENSG00000196247.11	ZNF107	22.9827
11	-	123976661	123977781	ENSG00000196248.4	OR10S1	0
6	-	30931353	30955636	ENSG00000196260.4	SFTA2	0
7	+	44796680	44824564	ENSG00000196262.13	PPIA	1131.88
19	+	56507843	56530221	ENSG00000196263.7	ZNF471	1.22143
1	-	159313670	159314659	ENSG00000196266.4	OR10J3	0
19	-	52153864	52171643	ENSG00000196267.12	ZNF836	3.30376
19	+	21397119	21427573	ENSG00000196268.11	ZNF493	6.99292
7	-	74796144	74851551	ENSG00000196275.13	GTF2IRD2	0.860418
3	+	6770001	7741533	ENSG00000196277.15	GRM7	0
6	-	44809317	45377953	ENSG00000196284.14	SUPT3H	0.10179
1	+	241957767	241959062	ENSG00000196289.7	BECN2	0
2	+	200889327	200903930	ENSG00000196290.14	NIF3L1	16.3962
16	+	28878405	28904509	ENSG00000196296.13	ATP2A1	0.301231
9	-	92210207	92293756	ENSG00000196305.17	IARS	211.96
9	-	96897917	97013708	ENSG00000196312.12	MFSD14C	0
7	+	72879365	72951440	ENSG00000196313.11	POM121	60.9742
11	-	130226677	130314686	ENSG00000196323.11	ZBTB44	57.5515
7	+	150722253	150750033	ENSG00000196329.11	GIMAP5	3.48802
7	+	23710167	23832513	ENSG00000196335.12	STK31	0
19	-	49054275	49058860	ENSG00000196337.11	CGB7	0
X	+	71144831	71171201	ENSG00000196338.12	NLGN3	0.537554
11	-	124309812	124310837	ENSG00000196341.2	OR8D1	0
4	-	99412261	99435737	ENSG00000196344.11	ADH7	0
3	+	44555193	44594173	ENSG00000196345.12	ZKSCAN7	2.07482
19	+	22286408	22317176	ENSG00000196350.8	ZNF729	0
1	+	207321508	207386804	ENSG00000196352.14	CD55	44.3078
3	-	131533555	132285410	ENSG00000196353.11	CPNE4	0
19	-	36182060	36246257	ENSG00000196357.11	ZNF565	1.23698
9	+	132161676	132244534	ENSG00000196358.10	NTNG2	0
19	-	11451326	11481046	ENSG00000196361.9	ELAVL3	0.241289
9	+	134135365	134159968	ENSG00000196363.9	WDR5	40.2288
19	-	5691834	5720572	ENSG00000196365.11	LONP1	88.4203
7	+	98877933	99013243	ENSG00000196367.12	TRRAP	9.79078
X	-	51490011	51496596	ENSG00000196368.4	NUDT11	0
1	-	144887265	145095528	ENSG00000196369.10	SRGAP2B	0
11	+	94543840	94549898	ENSG00000196371.3	FUT4	5.30116
10	-	5638867	5666595	ENSG00000196372.12	ASB13	0.0566317
6	+	117907526	118317676	ENSG00000196376.10	SLC35F1	0.186541
8	-	144773114	144787345	ENSG00000196378.11	ZNF34	3.93031
19	-	37667751	37692322	ENSG00000196381.10	ZNF781	0.0873852
12	+	133079838	133107544	ENSG00000196387.9	ZNF140	2.31699
17	-	4988130	4997610	ENSG00000196388.8	INCA1	0
15	+	90352245	90369146	ENSG00000196391.10	ZNF774	0.374744
20	+	50510321	50585241	ENSG00000196396.9	PTPN1	93.6204
14	+	99971449	100144236	ENSG00000196405.12	EVL	100.984
X	-	141697411	141698739	ENSG00000196406.4	SPANXD	0
1	-	151847263	151853697	ENSG00000196407.11	THEM5	0.338949
16	-	1978917	1984192	ENSG00000196408.11	NOXO1	0
7	-	100802565	100827521	ENSG00000196411.9	EPHB4	1.40029
19	+	840960	848175	ENSG00000196415.9	PRTN3	0
19	+	53389793	53430413	ENSG00000196417.12	ZNF765	5.69858
1	-	247121975	247172016	ENSG00000196418.12	ZNF124	3.65605
22	+	41621119	41664048	ENSG00000196419.12	XRCC6	521.721
1	-	153537147	153541765	ENSG00000196420.7	S100A5	0.0423686
20	+	64034344	64039962	ENSG00000196421.8	LINC00176	0.0662643
9	+	135479079	135488893	ENSG00000196422.10	PPP1R26	1.65509
1	-	108223341	108244081	ENSG00000196427.13	NBPF4	0
3	+	150408335	150466431	ENSG00000196428.12	TSC22D2	11.7983
22	+	26621964	26630672	ENSG00000196431.3	CRYBA4	0
X	+	1615001	1643081	ENSG00000196433.12	ASMT	0.0392593
