chr	strand	start	end	gene_id	gene_symbol	omega
19	+	15615617	15662825	ENSG00000186529.14	CYP4F3	0.0381337
17	-	1779485	1830634	ENSG00000186532.11	SMYD4	6.8627
8	-	7821966	7823889	ENSG00000186562.7	DEFB105A	0
1	+	47436017	47440691	ENSG00000186564.5	FOXD2	0.0196325
17	-	44395284	44503430	ENSG00000186566.12	GPATCH8	10.4127
19	+	44662278	44684359	ENSG00000186567.12	CEACAM19	1.5358
8	-	7811720	7815716	ENSG00000186572.2	DEFB107A	0
22	+	29603556	29698598	ENSG00000186575.17	NF2	47.2072
6	-	34246380	34249470	ENSG00000186577.12	C6orf1	9.91396
8	+	7825172	7829053	ENSG00000186579.2	DEFB106A	0
8	+	144012414	144047085	ENSG00000186583.11	SPATC1	0
7	-	129830732	129952949	ENSG00000186591.11	UBE2H	172.757
8	+	7487669	7489593	ENSG00000186599.7	DEFB105B	0
1	+	45326905	45328533	ENSG00000186603.5	HPDL	0.422061
6	-	149594873	149648972	ENSG00000186625.13	KATNA1	19.4212
15	-	82755362	82806070	ENSG00000186628.12	FSD2	0.0295933
11	-	72685069	72793599	ENSG00000186635.14	ARAP1	45.9263
9	-	34252381	34311371	ENSG00000186638.16	KIF24	1.00142
11	-	72576141	72674591	ENSG00000186642.15	PDE2A	0.0196307
14	+	24052000	24069728	ENSG00000186648.14	CARMIL3	0
11	-	57386794	57390657	ENSG00000186652.9	PRG2	0
22	+	44668547	44737681	ENSG00000186654.20	PRR5	4.86933
11	+	58579111	58621042	ENSG00000186660.14	ZFP91	60.2917
17	-	67991101	67996431	ENSG00000186665.9	C17orf58	2.38967
12	-	49836039	49843129	ENSG00000186666.5	BCDIN3D	6.41401
X	-	75782988	75785236	ENSG00000186675.6	MAGEE2	0
2	-	127184120	127220078	ENSG00000186684.12	CYP27C1	0.071338
5	+	131170810	131205426	ENSG00000186687.15	LYRM7	6.55276
12	+	113149858	113159276	ENSG00000186710.11	CFAP73	0.0460117
11	-	32602246	32794658	ENSG00000186714.12	CCDC73	0.0237476
22	+	23179704	23318037	ENSG00000186716.19	BCR	20.6928
19	-	15807003	15808126	ENSG00000186723.3	OR10H1	0
22	+	43411196	43507848	ENSG00000186732.13	MPPED1	0
17	+	81528396	81537130	ENSG00000186765.11	FSCN2	0.264981
10	+	127737235	127741186	ENSG00000186766.7	FOXI2	0
X	-	63347228	63351344	ENSG00000186767.6	SPIN4	3.08457
4	-	270675	305321	ENSG00000186777.11	ZNF732	0
X	-	57118551	57121546	ENSG00000186787.8	SPIN2B	3.33407
9	+	81943586	81950038	ENSG00000186788.13	SPATA31D3	0
1	+	47416072	47418052	ENSG00000186790.5	FOXE3	0
3	-	50292831	50299468	ENSG00000186792.16	HYAL3	1.22187
10	+	117197489	117210299	ENSG00000186795.1	KCNK18	0
9	-	21206181	21207143	ENSG00000186803.3	IFNA10	0
19	-	51331536	51342124	ENSG00000186806.5	VSIG10L	0.189858
X	-	71615916	71618517	ENSG00000186810.7	CXCR3	0
18	+	35241030	35267133	ENSG00000186812.12	ZNF397	14.8454
18	-	35251058	35290245	ENSG00000186814.12	ZSCAN30	15.0474
12	+	113221050	113298585	ENSG00000186815.12	TPCN1	33.9102
19	+	54643889	54670359	ENSG00000186818.12	LILRB4	0.0248984
1	-	1211326	1214138	ENSG00000186827.10	TNFRSF4	0
17	-	41609778	41615899	ENSG00000186832.8	KRT16	0
17	+	45148502	45152101	ENSG00000186834.3	HEXIM1	49.9605
19	+	39515113	39520686	ENSG00000186838.13	SELV	0
1	+	152827473	152827894	ENSG00000186844.5	LCE1A	0
17	-	41582279	41586921	ENSG00000186847.5	KRT14	0
2	-	84821650	84907008	ENSG00000186854.10	TRABD2A	0.847991
17	-	41314917	41315695	ENSG00000186860.4	KRTAP17-1	0
10	-	101007683	101031157	ENSG00000186862.17	PDZD7	0.443192
21	-	45263928	45287898	ENSG00000186866.16	POFUT2	38.4124
4	-	121329312	121381059	ENSG00000186867.10	QRFPR	0
17	+	45894382	46028334	ENSG00000186868.15	MAPT	0.89257
X	-	72204657	72239047	ENSG00000186871.6	ERCC6L	1.13858
9	+	104504263	104505222	ENSG00000186881.3	OR13F1	0
2	-	62500221	62511894	ENSG00000186889.9	TMEM17	2.758
1	-	1203508	1206691	ENSG00000186891.13	TNFRSF18	0
11	-	69810224	69819024	ENSG00000186895.2	FGF3	0
12	-	49332411	49337188	ENSG00000186897.4	C1QL4	0
11	+	57460549	57477534	ENSG00000186907.7	RTN4RL2	0.680213
12	+	76763588	76853696	ENSG00000186908.14	ZDHHC17	10.2987
14	-	94442464	94452790	ENSG00000186910.3	SERPINA11	0
X	-	70258170	70259764	ENSG00000186912.6	P2RY4	0.016766
8	-	28345585	28402701	ENSG00000186918.13	ZNF395	66.9892
17	+	76071961	76083666	ENSG00000186919.12	ZACN	0
21	+	30601087	30601382	ENSG00000186924.3	KRTAP22-1	0
21	-	30541535	30541864	ENSG00000186925.6	KRTAP19-6	0
21	-	30598590	30598902	ENSG00000186930.4	KRTAP6-2	0
9	+	104569168	104570130	ENSG00000186943.1	OR13C8	0
22	+	46150521	46243756	ENSG00000186951.16	PPARA	19.1793
5	-	110289233	110738956	ENSG00000186952.14	TMEM232	0.134754
21	-	30487057	30487436	ENSG00000186965.4	KRTAP19-2	0
21	-	30496824	30497133	ENSG00000186967.6	KRTAP19-4	0
21	+	30440275	30440945	ENSG00000186970.4	KRTAP15-1	0
21	+	30430230	30431026	ENSG00000186971.3	KRTAP13-4	0
1	+	43145153	43156396	ENSG00000186973.10	FAM183A	0
22	-	43528744	43812337	ENSG00000186976.14	EFCAB6	0.989176
21	-	30501657	30502117	ENSG00000186977.2	KRTAP19-5	0
21	-	30348399	30348609	ENSG00000186980.6	KRTAP23-1	0
19	-	8322584	8343262	ENSG00000186994.11	KANK3	0.0406489
22	+	29205851	29259597	ENSG00000186998.15	EMID1	0
9	+	108862266	108863759	ENSG00000187003.6	ACTL7A	0
21	-	30754830	30755428	ENSG00000187005.4	KRTAP21-1	0
1	+	25272393	25330445	ENSG00000187010.19	RHD	0.170231
1	+	6424788	6461370	ENSG00000187017.15	ESPN	0
10	+	116590385	116609175	ENSG00000187021.14	PNLIPRP1	0
9	-	127692978	127724873	ENSG00000187024.13	PTRH1	4.55306
21	-	30746794	30747233	ENSG00000187026.2	KRTAP21-2	0
3	+	169911572	169939175	ENSG00000187033.9	SAMD7	0
7	+	37683796	37833788	ENSG00000187037.8	GPR141	0
22	-	37065436	37109563	ENSG00000187045.16	TMPRSS6	0.150894
1	-	46929177	46941484	ENSG00000187048.12	CYP4A11	0
11	+	61391687	61398863	ENSG00000187049.9	TMEM216	8.16935
22	-	39529093	39532855	ENSG00000187051.8	RPS19BP1	26.0609
4	-	67909385	67964140	ENSG00000187054.15	TMPRSS11A	0
11	-	65084979	65089375	ENSG00000187066.8	TMEM262	0
3	-	185078050	185153014	ENSG00000187068.2	C3orf70	1.40655
11	+	12674591	12944483	ENSG00000187079.15	TEAD1	190.129
1	+	247965233	247966339	ENSG00000187080.7	OR2AK2	0
8	-	7482504	7486400	ENSG00000187082.2	DEFB106B	0
3	-	38007496	38029762	ENSG00000187091.13	PLCD1	3.05749
3	-	42257825	42266207	ENSG00000187094.11	CCK	0
14	-	73958010	74019399	ENSG00000187097.12	ENTPD5	12.1107
3	+	69739435	69968337	ENSG00000187098.14	MITF	0.68065
14	-	73478484	73558947	ENSG00000187105.8	HEATR4	0.186492
12	-	76036587	76085033	ENSG00000187109.13	NAP1L1	209.449
19	-	54307070	54313139	ENSG00000187116.13	LILRA5	0
3	+	28241584	28325142	ENSG00000187118.12	CMC1	9.96678
10	-	96998038	97185920	ENSG00000187122.16	SLIT1	0.0490768
2	+	149329985	149474148	ENSG00000187123.14	LYPD6	12.6681
10	+	4963253	4983283	ENSG00000187134.13	AKR1C1	4.56937
19	+	29526499	29564479	ENSG00000187135.7	VSTM2B	0
1	+	63323041	63325126	ENSG00000187140.5	FOXD3	0
1	-	16387117	16437424	ENSG00000187144.11	SPATA21	0.00222458
1	+	44405194	44651724	ENSG00000187147.17	RNF220	3.06402
11	-	101890674	101916522	ENSG00000187151.7	ANGPTL5	0
10	-	116881482	117005577	ENSG00000187164.18	SHTN1	0.154812
12	+	48328980	48330279	ENSG00000187166.1	H1FNT	0
1	+	152708160	152709491	ENSG00000187170.4	LCE4A	0
1	+	152698364	152699442	ENSG00000187173.3	LCE2A	0
21	-	44681576	44682163	ENSG00000187175.5	KRTAP12-1	0
1	+	152675295	152676574	ENSG00000187180.3	LCE2C	0
9	-	34664163	34666112	ENSG00000187186.14	RP11-195F19.5	1.43253
19	+	39984134	40021041	ENSG00000187187.13	ZNF546	1.79485
6	-	116249961	116254140	ENSG00000187189.10	TSPYL4	31.419
16	+	56682424	56684196	ENSG00000187193.8	MT1X	1.63449
9	+	76419850	76507416	ENSG00000187210.12	GCNT1	7.9575
1	+	152663396	152664659	ENSG00000187223.3	LCE2D	0
2	-	179101692	179264790	ENSG00000187231.13	SESTD1	15.2774
1	+	152613811	152614098	ENSG00000187238.5	LCE3B	0
9	-	129887187	130043194	ENSG00000187239.16	FNBP1	61.5
11	+	103109431	103479863	ENSG00000187240.13	DYNC2H1	8.54795
17	-	40861303	40867210	ENSG00000187242.4	KRT12	0
X	-	52061827	52069248	ENSG00000187243.16	MAGED4B	0.138822
19	+	44809059	44821420	ENSG00000187244.10	BCAM	2.30224
7	+	77696443	77783022	ENSG00000187257.15	RSBN1L	8.1645
7	+	34658239	34878332	ENSG00000187258.13	NPSR1	0
7	-	151375909	151410727	ENSG00000187260.15	WDR86	0.0196046
19	-	11377205	11384342	ENSG00000187266.13	EPOR	1.27337
X	-	13035618	13044682	ENSG00000187268.11	FAM9C	0.0227501
17	+	41232475	41239004	ENSG00000187272.5	KRTAP9-8	0
3	-	9866711	9880254	ENSG00000187288.10	CIDEC	0
18	+	52340172	53535903	ENSG00000187323.11	DCC	0
X	-	78129748	78139706	ENSG00000187325.4	TAF9B	9.48786
5	+	141213919	141218979	ENSG00000187372.11	PCDHB13	3.19842
7	-	78017057	79453574	ENSG00000187391.19	MAGI2	7.00032
11	+	24496970	25082631	ENSG00000187398.11	LUZP2	0
7	+	104328656	104907232	ENSG00000187416.11	LHFPL3	0
15	+	41230839	41281890	ENSG00000187446.11	CHP1	46.6201
19	+	51795163	51826189	ENSG00000187474.4	FPR3	0.00472369
6	-	26107419	26108136	ENSG00000187475.5	HIST1H1T	0
11	+	43925342	43944338	ENSG00000187479.5	C11orf96	1.69336
11	-	17385859	17389331	ENSG00000187486.5	KCNJ11	0.00108529
3	-	49790732	49799835	ENSG00000187492.8	CDHR4	0
13	-	110148963	110307149	ENSG00000187498.14	COL4A1	10.3176
12	+	92721505	92772455	ENSG00000187510.7	PLEKHG7	0
1	+	34792998	34795747	ENSG00000187513.8	GJA4	0
2	+	231706895	231713541	ENSG00000187514.15	PTMA	250.355
X	+	37990817	37991317	ENSG00000187516.6	HYPM	0
10	+	14838164	14871741	ENSG00000187522.14	HSPA14	5.6212
3	-	193274790	193378843	ENSG00000187527.10	ATP13A5	0
17	-	81911939	81921323	ENSG00000187531.13	SIRT7	4.73976
4	+	70133616	70176799	ENSG00000187533.13	PRR27	0
16	-	1510427	1612110	ENSG00000187535.13	IFT140	6.3399
14	-	19402486	19434341	ENSG00000187537.13	POTEG	0
1	-	12892896	12898270	ENSG00000187545.5	PRAMEF10	0
7	-	15200318	15562015	ENSG00000187546.13	AGMO	0
19	-	55529733	55537089	ENSG00000187550.8	SBK2	0
10	+	93060808	93069536	ENSG00000187553.8	CYP26C1	0
1	-	223109406	223143282	ENSG00000187554.11	TLR5	0
16	-	8892094	8964514	ENSG00000187555.14	USP7	49.1291
19	+	13862063	13880757	ENSG00000187556.7	NANOS3	0.0402374
9	+	68302867	68304905	ENSG00000187559.5	FOXD4L3	0
6	-	18121419	18122606	ENSG00000187566.4	NHLRC1	1.19597
12	+	7711454	7717559	ENSG00000187569.2	DPPA3	0
14	+	93347191	93348356	ENSG00000187581.2	COX8C	0
1	+	966497	975865	ENSG00000187583.10	PLEKHN1	0.197656
17	-	42025576	42098479	ENSG00000187595.15	ZNF385C	0
2	+	46429190	46484425	ENSG00000187600.12	TMEM247	0
X	+	55452105	55453566	ENSG00000187601.4	MAGEH1	18.3374
2	+	73986404	74108176	ENSG00000187605.15	TET3	15.5537
17	+	15699577	15720787	ENSG00000187607.15	ZNF286A	9.23984
1	+	1001138	1014541	ENSG00000187608.8	ISG15	2.47526
9	-	137306896	137423262	ENSG00000187609.15	EXD3	2.73694
11	-	55913650	55914582	ENSG00000187612.1	OR5W2	0
9	-	133514586	133528612	ENSG00000187616.4	TMEM8C	0
17	+	410327	431062	ENSG00000187624.8	C17orf97	1.6093
6	-	28244623	28252224	ENSG00000187626.8	ZKSCAN4	3.84504
2	+	86907953	87013981	ENSG00000187627.14	RGPD1	0
14	+	23969874	24006408	ENSG00000187630.15	DHRS4L2	5.25431
1	+	923928	944581	ENSG00000187634.11	SAMD11	0.655503
1	-	975204	982093	ENSG00000187642.9	PERM1	0.0695498
19	+	5904858	5910853	ENSG00000187650.3	VMAC	1.34313
5	+	157671553	157680143	ENSG00000187658.6	C5orf52	0
19	-	19255641	19262796	ENSG00000187664.8	HAPLN4	0
3	-	55508308	56468363	ENSG00000187672.12	ERC2	0
13	+	31199936	31332276	ENSG00000187676.7	B3GLCT	8.25682
5	-	142310427	142326455	ENSG00000187678.8	SPRY4	13.9037
X	+	48826513	48830138	ENSG00000187682.2	ERAS	0
17	+	16415542	16437003	ENSG00000187688.14	TRPV2	5.24164
4	+	70518540	70532742	ENSG00000187689.9	AMTN	0
X	+	51406915	51408843	ENSG00000187690.3	CXorf67	0
3	-	128909874	128971330	ENSG00000187695.7	RP11-723O4.6	0.0391206
2	+	189879609	190203484	ENSG00000187699.10	C2orf88	0.472369
1	-	248649931	248650884	ENSG00000187701.3	OR2T27	0
9	-	137204082	137205638	ENSG00000187713.6	TMEM203	23.5373
10	+	49610301	49612720	ENSG00000187714.6	SLC18A3	0
3	+	127915232	127987671	ENSG00000187715.13	KBTBD12	0.00945489
15	+	71096952	71783383	ENSG00000187720.14	THSD4	8.39612
11	+	73950319	73970366	ENSG00000187726.8	DNAJB13	0.0392614
1	+	2019324	2030751	ENSG00000187730.7	GABRD	0
1	+	103750406	103758690	ENSG00000187733.6	AMY1C	0
8	-	53966552	54022529	ENSG00000187735.12	TCEA1	130.009
2	-	219075317	219160865	ENSG00000187736.12	NHEJ1	6.9907
16	-	89737549	89816657	ENSG00000187741.14	FANCA	2.4727
9	+	89318506	89359662	ENSG00000187742.14	SECISBP2	11.7555
11	+	5580877	5581884	ENSG00000187747.2	OR52B6	0
9	-	86220265	86259657	ENSG00000187753.12	C9orf153	0.0211775
X	-	52644090	52654900	ENSG00000187754.8	SSX7	0.0188948
4	-	99276367	99291028	ENSG00000187758.7	ADH1A	0
9	-	89360787	89498130	ENSG00000187764.11	SEMA4D	0.177301
21	+	44612079	44612954	ENSG00000187766.1	KRTAP10-8	0
6	+	104936616	105083332	ENSG00000187772.7	LIN28B	0
18	-	74434099	74457944	ENSG00000187773.8	FAM69C	0
17	-	78423697	78577394	ENSG00000187775.16	DNAH17	0
12	-	49556544	49568153	ENSG00000187778.13	MCRS1	24.4589
10	+	44911200	44937002	ENSG00000187783.11	TMEM72	0
14	+	45135940	45200890	ENSG00000187790.10	FANCM	1.48131
9	-	34889064	34895778	ENSG00000187791.12	FAM205C	0.00472369
22	-	23738678	23751092	ENSG00000187792.4	ZNF70	4.52399
9	-	136361903	136373681	ENSG00000187796.13	CARD9	0.0586535
1	+	156893698	156916434	ENSG00000187800.13	PEAR1	2.21042
1	+	40450102	40463718	ENSG00000187801.14	ZFP69B	0.686827
15	+	72398273	72408029	ENSG00000187806.7	TMEM202	0
X	+	119758613	119760164	ENSG00000187808.4	SOWAHD	0.107969
1	+	40477215	40496343	ENSG00000187815.9	ZFP69	0.828689
4	+	185018841	185020804	ENSG00000187821.8	HELT	0
X	+	112454500	112457112	ENSG00000187823.3	ZCCHC16	0.00326743
17	-	10699015	10730316	ENSG00000187824.8	TMEM220	2.36011
2	+	73784189	73817147	ENSG00000187833.7	C2orf78	0
6	-	26055787	26056428	ENSG00000187837.3	HIST1H1C	3.18901
17	-	7389727	7394843	ENSG00000187838.16	TMEM256-PLSCR3	35.0831
8	+	38030341	38060365	ENSG00000187840.4	EIF4EBP1	46.301
12	+	132618780	132622386	ENSG00000187848.12	P2RX2	0
12	+	107774385	107776644	ENSG00000187855.5	ASCL4	0
12	+	55365111	55366049	ENSG00000187857.3	OR6C75	0
22	+	30356635	30378658	ENSG00000187860.10	CCDC157	0.639939
1	+	156579727	156586770	ENSG00000187862.11	TTC24	0
9	+	68780055	68784608	ENSG00000187866.7	FAM122A	16.6888
19	-	14053365	14059159	ENSG00000187867.8	PALM3	0
6	+	55327469	55402493	ENSG00000187871.2	GFRAL	0
1	-	56718804	56819696	ENSG00000187889.12	C1orf168	0
19	-	55428740	55442863	ENSG00000187902.11	SHISA7	0.0130697
22	+	21045960	21064168	ENSG00000187905.10	LRRC74B	0
10	+	122560665	122643736	ENSG00000187908.15	DMBT1	0
19	+	14583084	14611157	ENSG00000187912.11	CLEC17A	0
11	+	5453489	5454427	ENSG00000187918.4	OR51I2	0
9	-	136738167	136743356	ENSG00000187922.13	LCN10	0
1	+	21812265	21825221	ENSG00000187942.11	LDLRAD2	0.486504
2	-	196805002	196810276	ENSG00000187944.2	C2orf66	0.00981537
12	-	29412474	29497686	ENSG00000187950.8	OVCH1	0
15	+	30624494	30772993	ENSG00000187951.10	ARHGAP11B	0
8	-	144449582	144465677	ENSG00000187954.12	CYHR1	18.1304
8	+	120059780	120372036	ENSG00000187955.11	COL14A1	57.5111
2	-	229357629	229714558	ENSG00000187957.7	DNER	0.00472369
17	-	73248449	73262352	ENSG00000187959.9	CPSF4L	0
1	+	960587	965715	ENSG00000187961.13	KLHL17	0.554522
X	+	74304190	74305031	ENSG00000187969.5	ZCCHC13	0
1	-	20161253	20177424	ENSG00000187980.6	PLA2G2C	0
6	-	28431930	28443502	ENSG00000187987.9	ZSCAN23	0.190166
19	-	38867834	38878279	ENSG00000187994.13	RINL	1.43765
17	+	78146353	78166177	ENSG00000187997.11	C17orf99	0
19	+	9185594	9188817	ENSG00000188000.3	OR7D2	0.0161434
3	+	188947214	189325304	ENSG00000188001.9	TPRG1	0.0537415
1	-	159834474	159855347	ENSG00000188004.9	C1orf204	0.178167
2	+	38875962	38929072	ENSG00000188010.12	MORN2	10.7917
2	+	241869600	241873823	ENSG00000188011.5	RTP5	0
1	-	153547329	153549372	ENSG00000188015.9	S100A3	2.37918
X	+	56563639	56567868	ENSG00000188021.8	UBQLN2	49.8821
12	-	123470054	123533718	ENSG00000188026.12	RILPL1	16.1289
19	-	14081619	14085875	ENSG00000188032.9	C19orf67	0.0223546
19	-	12577961	12640098	ENSG00000188033.9	ZNF490	0.621135
7	+	143316126	143352083	ENSG00000188037.10	CLCN1	0
16	+	67884805	67888855	ENSG00000188038.7	NRN1L	0.00891843
19	+	16719976	16817963	ENSG00000188039.13	NWD1	0
2	-	234493041	234497053	ENSG00000188042.7	ARL4C	70.8577
7	-	122697712	122699156	ENSG00000188050.2	RNF133	0
19	-	17435509	17448567	ENSG00000188051.6	TMEM221	0.117627
6	+	41228324	41238882	ENSG00000188056.11	TREML4	0
1	+	28592200	28595443	ENSG00000188060.6	RAB42	0
22	-	45920362	45977129	ENSG00000188064.9	WNT7B	0.0981969
11	-	63759892	63768775	ENSG00000188070.9	C11orf95	11.2748
11	+	193080	194573	ENSG00000188076.2	SCGB1C1	0
3	-	46742092	46812558	ENSG00000188086.12	PRSS45	0
15	-	41981582	42051190	ENSG00000188089.13	PLA2G4E	0
1	+	147928393	147993521	ENSG00000188092.14	GPR89B	0
15	+	89760591	89778754	ENSG00000188095.4	MESP2	0.213703
10	+	87020306	87024730	ENSG00000188100.8	FAM25A	0
6	-	63719980	65707225	ENSG00000188107.14	EYS	0.118092
6	-	42101118	42142619	ENSG00000188112.8	C6orf132	8.65245
11	-	6767987	6769055	ENSG00000188124.2	OR2AG2	0
22	-	50245450	50261825	ENSG00000188130.13	MAPK12	5.90286
9	+	32783499	32787399	ENSG00000188133.5	TMEM215	0
9	+	96928310	96940253	ENSG00000188152.12	NUTM2G	0.0883384
X	+	108439844	108697545	ENSG00000188153.12	COL4A5	1.8751
21	-	44579796	44592505	ENSG00000188155.10	KRTAP10-6	0
1	+	1020123	1056118	ENSG00000188157.13	AGRN	33.5565
X	+	17375420	17735994	ENSG00000188158.14	NHS	5.98989
11	+	17547373	17647150	ENSG00000188162.10	OTOG	0
9	-	137243584	137247770	ENSG00000188163.7	FAM166A	0
3	-	33090421	33096801	ENSG00000188167.8	TMPPE	0.692993
19	-	20620061	20661596	ENSG00000188171.15	ZNF626	2.29478
7	-	93188586	93226524	ENSG00000188175.9	HEPACAM2	0
17	+	4583999	4608319	ENSG00000188176.11	SMTNL2	0
2	+	112275594	112340063	ENSG00000188177.13	ZC3H6	6.74344
7	+	100148907	100155944	ENSG00000188186.10	LAMTOR4	23.5387
7	-	549197	727650	ENSG00000188191.14	PRKAR1B	6.73949
10	+	79703227	79714681	ENSG00000188199.10	NUTM2B	0.100241
11	+	17351726	17377341	ENSG00000188211.8	NCR3LG1	1.4695
16	-	20854925	20900384	ENSG00000188215.9	DCUN1D3	14.9001
2	+	131218067	131265278	ENSG00000188219.14	POTEE	0
19	+	37506939	37548762	ENSG00000188227.12	ZNF793	0.81487
9	+	137241213	137243707	ENSG00000188229.5	TUBB4B	88.981
10	-	45825594	45853875	ENSG00000188234.13	AGAP4	1.00302
13	-	75525219	75549439	ENSG00000188243.12	COMMD6	26.3685
1	-	19975431	19980416	ENSG00000188257.10	PLA2G2A	0
22	-	49994513	50012659	ENSG00000188263.10	IL17REL	0
15	+	78507564	78537372	ENSG00000188266.13	HYKK	0.457405
19	-	14792490	14835376	ENSG00000188269.8	OR7A5	0
15	+	40770080	40772449	ENSG00000188277.9	C15orf62	0.661781
2	+	218034960	218090581	ENSG00000188282.12	RUFY4	0
19	+	37217926	37248738	ENSG00000188283.11	ZNF383	3.13473
1	-	998962	1000172	ENSG00000188290.10	HES4	0.486964
19	+	46229752	46231243	ENSG00000188293.5	IGFL1	0
1	-	247099962	247104372	ENSG00000188295.14	ZNF669	2.74281
19	-	2274622	2282176	ENSG00000188305.5	C19orf35	0.0620929
3	+	169821922	169837775	ENSG00000188306.6	LRRIQ4	0.00558865
9	+	92325484	92620533	ENSG00000188312.13	CENPP	3.72049
3	-	146515180	146544864	ENSG00000188313.12	PLSCR1	9.51855
3	-	49268602	49277909	ENSG00000188315.7	C3orf62	3.88833
10	+	116849512	116911788	ENSG00000188316.13	ENO4	0.273967
19	+	9323772	9351162	ENSG00000188321.13	ZNF559	6.39856
16	+	28292519	28323849	ENSG00000188322.4	SBK1	0.15579
12	-	55294288	55295232	ENSG00000188324.3	OR6C6	0
19	-	47968046	47992170	ENSG00000188334.3	BSPH1	0
3	+	50205246	50221486	ENSG00000188338.14	SLC38A3	0.0499507
1	-	158776682	158777635	ENSG00000188340.1	OR6N2	0
13	+	45120515	45284909	ENSG00000188342.11	GTF2F2	21.0878
8	+	93698561	93731527	ENSG00000188343.12	FAM92A1	5.55303
9	+	20658309	20995955	ENSG00000188352.12	FOCAD	15.0433
19	+	42302098	42310821	ENSG00000188368.9	PRR19	0.612205
7	+	76397518	76442071	ENSG00000188372.14	ZP3	1.23859
10	+	84173738	84185294	ENSG00000188373.4	C10orf99	0
12	-	31791185	31792241	ENSG00000188375.4	H3F3C	0.0163481
9	-	21384254	21385388	ENSG00000188379.6	IFNA2	0
10	+	132104671	132184809	ENSG00000188385.11	JAKMIP3	0
9	-	101591615	101595021	ENSG00000188386.6	PPP3R2	0
2	-	241849881	241858908	ENSG00000188389.10	PDCD1	0
12	-	9898673	9932381	ENSG00000188393.8	CLEC2A	0.0188948
9	+	123034527	123035696	ENSG00000188394.6	GPR21	0
1	-	44805913	44806675	ENSG00000188396.3	TCTEX1D4	0.0894184
1	-	169690667	169711698	ENSG00000188404.8	SELL	0
X	+	26216169	26218270	ENSG00000188408.5	MAGEB5	0
X	-	85861180	86047562	ENSG00000188419.13	CHM	17.0065
19	-	45913214	45914870	ENSG00000188425.3	NANOS2	0
6	-	8013567	8064414	ENSG00000188428.18	BLOC1S5	6.15573
2	-	181536676	181680665	ENSG00000188452.13	CERKL	5.0021
15	+	48120972	48142672	ENSG00000188467.10	SLC24A5	0
9	-	129175552	129178262	ENSG00000188483.7	IER5L	19.5721
11	-	119093854	119095467	ENSG00000188486.3	H2AFX	14.4829
11	+	15112424	15247208	ENSG00000188487.11	INSC	0.0393884
14	+	94561442	94593120	ENSG00000188488.13	SERPINA5	0.0849531
19	-	40740856	40751553	ENSG00000188493.14	C19orf54	7.31083
15	-	66547179	66565979	ENSG00000188501.11	LCTL	0.903598
19	+	39196961	39201884	ENSG00000188505.4	NCCRP1	0.00610626
19	-	35487324	35495558	ENSG00000188508.10	KRTDAP	0
4	-	108810721	109302657	ENSG00000188517.14	COL25A1	0.119384
17	-	18968789	19004804	ENSG00000188522.14	FAM83G	10.1234
9	+	132410043	132573317	ENSG00000188523.8	CFAP77	0.0196045
1	-	23964804	23980927	ENSG00000188529.14	SRSF10	26.8193
16	+	172847	173710	ENSG00000188536.12	HBA2	0
2	+	240560054	240564014	ENSG00000188542.9	DUSP28	1.0267
15	-	40331452	40340967	ENSG00000188549.12	C15orf52	5.36001
17	+	43170481	43211689	ENSG00000188554.13	NBR1	78.5456
1	+	248521647	248522597	ENSG00000188558.5	OR2G6	0
20	-	20389552	20712488	ENSG00000188559.13	RALGAPA2	8.83112
9	+	137205685	137217009	ENSG00000188566.12	NDOR1	0.203292
5	+	168529116	168530634	ENSG00000188573.7	FBLL1	0.162071
6	+	123804141	124825657	ENSG00000188580.13	NKAIN2	0.0196046
17	-	41040559	41041461	ENSG00000188581.8	KRTAP1-1	0.0391206
3	-	142949164	142963682	ENSG00000188582.8	PAQR9	0
1	-	178479247	178499634	ENSG00000188585.7	LINC00083	0
12	+	96489571	96875555	ENSG00000188596.10	CFAP54	0.292245
16	-	28474111	28495575	ENSG00000188603.17	CLN3	12.3282
1	-	121167646	121185539	ENSG00000188610.12	FAM72B	1.08329
10	-	50182778	50248610	ENSG00000188611.14	ASAH2	0.352822
17	-	75165586	75182983	ENSG00000188612.11	SUMO2	121.755
10	+	119029716	119033732	ENSG00000188613.6	NANOS1	0.538672
10	+	123135962	123137741	ENSG00000188620.9	HMX3	0
19	-	46120071	46124674	ENSG00000188624.2	IGFL3	0.00981537
15	-	28701954	28738384	ENSG00000188626.6	GOLGA8M	0
19	+	9363020	9382617	ENSG00000188629.11	ZNF177	1.25058
22	-	44492572	44498298	ENSG00000188636.3	LDOC1L	63.3037
1	-	97077743	97921049	ENSG00000188641.12	DPYD	33.56
1	-	153606886	153613145	ENSG00000188643.10	S100A16	98.1831
9	-	69709522	69759959	ENSG00000188647.12	PTAR1	18.5561
10	+	95907603	96032684	ENSG00000188649.12	CC2D2B	0
14	-	20556093	20560931	ENSG00000188655.10	RNASE9	0
15	+	82262810	82284930	ENSG00000188659.9	SAXO2	0.161529
1	-	25362249	25430192	ENSG00000188672.17	RHCE	0.305273
2	-	208165343	208190073	ENSG00000188674.10	C2orf80	0
8	+	39934614	40016391	ENSG00000188676.13	IDO2	0
22	+	43999211	44172949	ENSG00000188677.14	PARVB	19.8257
2	-	74216242	74343414	ENSG00000188687.16	SLC4A5	0.14953
10	-	125784980	125823248	ENSG00000188690.12	UROS	31.0409
