chr	strand	gene_id	gene_symbol	omega_p2	rate_p2
2	+	ENSG00000213699.8	SLC35F6	5.5046016	0.77788704
20	+	ENSG00000213714.1	FAM209B	0.103262	0.97632256
6	-	ENSG00000213719.8	CLIC1	303.016	0.91487212
6	-	ENSG00000213722.8	DDAH2	3.3041458	0.6762333
14	-	ENSG00000213741.8	RPS29	400.63348	0.99009582
4	-	ENSG00000213759.9	UGT2B11	0	1
6	-	ENSG00000213760.10	ATP6V1G2	1.1678762	0.79165286
19	+	ENSG00000213762.11	ZNF134	17.260216	1
6	+	ENSG00000213780.10	GTF2H4	11.84376	0.55689852
12	+	ENSG00000213782.7	DDX47	66.250546	0.91139252
19	+	ENSG00000213799.10	ZNF845	7.5702984	0.9392305
12	-	ENSG00000213809.8	KLRK1	0	0.5717033
19	+	ENSG00000213822.6	CEACAM18	0	1
16	-	ENSG00000213853.9	EMP2	1.0871774	0.99516598
17	+	ENSG00000213859.4	KCTD11	8.2045768	1
8	+	ENSG00000213865.7	C8orf44	2.4066324	0.442106
6	-	ENSG00000213886.3	UBD	1.16874304	0.9828455
19	+	ENSG00000213889.10	PPM1N	0.51976242	0.65620006
19	+	ENSG00000213892.10	CEACAM16	0	1
2	-	ENSG00000213901.10	SLC23A3	0.097174272	0.9444372
14	+	ENSG00000213903.8	LTB4R	7.4310976	0.46829824
14	+	ENSG00000213906.9	LTB4R2	1.4017984	0.864504
16	+	ENSG00000213918.10	DNASE1	6.5712692	0.33806738
14	-	ENSG00000213920.8	MDP1	2.9984572	0.75709062
19	+	ENSG00000213921.6	LEUTX	0	1
22	-	ENSG00000213923.10	CSNK1E	40.728672	0.73723844
9	-	ENSG00000213927.3	CCL27	0	1
14	+	ENSG00000213928.8	IRF9	33.43826	0.73943322
9	+	ENSG00000213930.11	GALT	1.5631178	0.68121946
11	-	ENSG00000213931.5	HBE1	0	1
11	-	ENSG00000213934.6	HBG1	0	1
16	+	ENSG00000213937.3	CLDN9	0	1
5	+	ENSG00000213949.8	ITGA1	0.46084288	0.56868462
19	+	ENSG00000213965.3	NUDT19	21.298202	0.6500346
19	+	ENSG00000213967.10	ZNF726	2.2758784	0.88143442
19	-	ENSG00000213973.8	ZNF99	0.27291676	1
17	-	ENSG00000213977.7	TAX1BP3	7.5248242	0.80649848
14	-	ENSG00000213983.11	AP1G2	5.0779878	0.13431882
19	+	ENSG00000213988.9	ZNF90	0.092035342	0.01368779
13	+	ENSG00000213995.11	NAXD	2.811028	0.11074388
19	-	ENSG00000213996.12	TM6SF2	0	1
19	-	ENSG00000213999.15	MEF2B	3.1695022	0.5301643
15	+	ENSG00000214013.9	GANC	25.745212	0.74521012
3	+	ENSG00000214021.15	TTLL3	10.68518	0.50678808
7	+	ENSG00000214022.11	REPIN1	110.25209	1
11	+	ENSG00000214026.10	MRPL23	31.268646	0.79279206
12	-	ENSG00000214029.4	ZNF891	7.3398288	0.966419
9	-	ENSG00000214042.1	IFNA7	0	1
19	-	ENSG00000214046.8	SMIM7	16.05258	0.98653788
8	-	ENSG00000214050.7	FBXO16	0.8107961	0.75225586
11	+	ENSG00000214063.10	TSPAN4	1.4654012	0.60158978
20	-	ENSG00000214078.12	CPNE1	25.226392	0.54017256
17	-	ENSG00000214087.8	ARL16	9.3631264	0.9498358
3	-	ENSG00000214097.4	SMCO1	0	1
7	+	ENSG00000214102.7	WEE2	0.011836572	1
X	+	ENSG00000214107.7	MAGEB1	0	1
6	-	ENSG00000214113.10	LYRM4	19.192716	0.99790752
1	-	ENSG00000214114.8	MYCBP	19.194028	0.94770304
7	+	ENSG00000214128.10	TMEM213	0.5271274	1
17	+	ENSG00000214140.10	PRCD	0	1
3	-	ENSG00000214160.9	ALG3	14.548314	0.71955342
19	+	ENSG00000214189.8	ZNF788	0	0
1	+	ENSG00000214193.9	SH3D21	0.81585946	0.030475814
7	-	ENSG00000214194.8	LINC00998	27.703222	1
19	+	ENSG00000214212.8	C19orf38	3.4264346	0.88186694
12	+	ENSG00000214215.3	C12orf74	0.3274201	0.978025
3	+	ENSG00000214216.10	IQCJ	0	1
17	-	ENSG00000214226.8	C17orf67	0	0
7	-	ENSG00000214253.8	FIS1	30.688068	0.96262648
14	+	ENSG00000214274.9	ANG	0.65186554	1
10	+	ENSG00000214285.2	NPS	0	1
11	+	ENSG00000214290.7	COLCA2	0.23548362	0.60447248
7	+	ENSG00000214300.7	SPDYE3	0	0
7	+	ENSG00000214309.4	MBLAC1	0.77157828	1
2	-	ENSG00000214336.4	FOXI3	0	1
6	-	ENSG00000214338.10	SOGA3	0	0.88309418
5	+	ENSG00000214357.8	NEURL1B	0.26682216	1
5	+	ENSG00000214360.4	EFCAB9	0	1
4	-	ENSG00000214367.7	HAUS3	17.31219	0.5168207
11	-	ENSG00000214376.5	VSTM5	0	1
9	+	ENSG00000214402.6	LCNL1	0	1
10	-	ENSG00000214413.7	BBIP1	7.0919372	0.96680686
11	+	ENSG00000214414.9	TRIM77	0	1
7	-	ENSG00000214415.3	GNAT3	0	1
10	+	ENSG00000214435.7	AS3MT	0.79195914	0.64230174
17	+	ENSG00000214447.4	FAM187A	0.41551708	0.9340577
19	-	ENSG00000214456.8	PLIN5	0.56385916	1
22	-	ENSG00000214491.8	SEC14L6	0.22548968	1
5	+	ENSG00000214510.9	SPINK13	0	1
12	+	ENSG00000214511.3	HIGD1C	0	1
2	+	ENSG00000214513.3	NOTO	0.15626816	1
11	+	ENSG00000214517.9	PPME1	28.84863	0.82226906
17	-	ENSG00000214518.3	KRTAP2-2	0	1
11	-	ENSG00000214530.8	STARD10	7.4743638	0.97303048
10	+	ENSG00000214562.14	NUTM2D	1.2047878	1
15	-	ENSG00000214575.9	CPEB1	0.3051772	0.8567923
2	+	ENSG00000214595.11	EML6	0	1
6	-	ENSG00000214642.1	DEFB113	0	1
6	-	ENSG00000214643.5	DEFB133	0	1
7	+	ENSG00000214652.5	ZNF727	0	1
10	+	ENSG00000214655.10	ZSWIM8	4.9289538	0.06089562
3	-	ENSG00000214681.3	IQCF5	0	1
3	-	ENSG00000214686.4	IQCF6	0	1
10	-	ENSG00000214688.4	C10orf105	0	1
2	+	ENSG00000214694.10	ARHGEF33	0	1
12	-	ENSG00000214700.5	C12orf71	0	1
3	-	ENSG00000214706.10	IFRD2	19.605404	0.765327
2	-	ENSG00000214711.9	CAPN14	0	1
X	-	ENSG00000214717.10	ZBED1	30.357762	1
6	+	ENSG00000214732.2	RP1-139D8.6	0	1
6	+	ENSG00000214736.7	TOMM6	78.40078	0.94776288
11	-	ENSG00000214753.2	HNRNPUL2	111.30684	0.67960516
11	+	ENSG00000214756.7	METTL12	0	0.8609094
11	+	ENSG00000214782.7	MS4A18	0	1
11	-	ENSG00000214787.8	MS4A4E	0	1
8	+	ENSG00000214814.7	FER1L6	0	1
17	+	ENSG00000214819.1	CDRT15L2	0	1
X	-	ENSG00000214827.9	MTCP1	0.57839752	0.28711264
2	-	ENSG00000214842.5	RAD51AP2	0	1
17	+	ENSG00000214860.4	EVPLL	0	1
2	+	ENSG00000214866.7	DCDC2C	0	1
11	+	ENSG00000214872.8	SMTNL1	1.2075792	1
11	-	ENSG00000214891.8	TRIM64C	0	1
X	-	ENSG00000214897.4	U82695.5	0	1
9	+	ENSG00000214929.3	SPATA31D1	0	1
16	-	ENSG00000214940.8	NPIPA8	0	0.9123055
17	-	ENSG00000214941.7	ZSWIM7	0.3078339	0.1571889
14	-	ENSG00000214943.3	GPR33	0	1
5	+	ENSG00000214944.9	ARHGEF28	0.2765569	0.57931908
17	+	ENSG00000214946.13	TBC1D26	0	1
8	+	ENSG00000214954.8	LRRC69	0.14220102	0.78985314
7	-	ENSG00000214960.9	ISPD	0.1914473	1
16	+	ENSG00000214967.5	NPIPA7	1.075016	0.94754242
17	-	ENSG00000214978.7	GSG1L2	0	1
12	+	ENSG00000215009.5	ACSM4	0	0.66
22	-	ENSG00000215012.8	C22orf29	16.85503	0.7411465
7	-	ENSG00000215018.9	COL28A1	0	1
12	-	ENSG00000215021.8	PHB2	237.66274	0.9149476
X	-	ENSG00000215029.8	TCP11X2	0	1
17	-	ENSG00000215041.9	NEURL4	2.334585	0.085052142
7	-	ENSG00000215045.8	GRID2IP	0.19072156	1
X	+	ENSG00000215113.6	CXorf49B	0	1
8	+	ENSG00000215114.7	UBXN2B	0.63359156	0.02371209
X	-	ENSG00000215115.6	CXorf49	0	1
9	-	ENSG00000215126.10	CBWD7	0	0
16	-	ENSG00000215131.10	C16orf90	0	1
X	-	ENSG00000215174.2	NLRP2B	0	1
11	+	ENSG00000215182.8	MUC5AC	0	1
9	-	ENSG00000215183.4	MSMP	0	0.85628302
15	+	ENSG00000215186.6	GOLGA6B	0	1
9	-	ENSG00000215187.9	FAM166B	0	1
22	+	ENSG00000215193.12	PEX26	29.948766	0.39085798
4	+	ENSG00000215203.2	GRXCR1	0	1
5	-	ENSG00000215217.6	C5orf49	0	1
5	+	ENSG00000215218.3	UBE2QL1	0.73016766	0.84079168
20	-	ENSG00000215251.3	FASTKD5	23.324138	1
15	-	ENSG00000215252.11	GOLGA8B	0	0
8	+	ENSG00000215262.7	KCNU1	0	1
X	+	ENSG00000215269.5	GAGE12G	0	1
14	-	ENSG00000215271.7	HOMEZ	16.498098	1
X	+	ENSG00000215274.5	GAGE10	0	1
14	+	ENSG00000215277.8	RNF212B	0	1
X	+	ENSG00000215301.9	DDX3X	67.741898	0.1914721
20	+	ENSG00000215305.9	VPS16	5.6807596	0.17861092
8	+	ENSG00000215343.7	ZNF705D	0	1
8	+	ENSG00000215356.4	ZNF705B	0	1
8	-	ENSG00000215372.6	ZNF705G	0	1
4	+	ENSG00000215375.6	MYL5	5.8192522	0.45985332
20	-	ENSG00000215397.3	SCRT2	0	1
18	+	ENSG00000215421.9	ZNF407	6.071064	0.92859818
20	+	ENSG00000215440.11	NPEPL1	10.520394	0.76141428
21	+	ENSG00000215454.5	KRTAP10-4	0	1
21	-	ENSG00000215455.4	KRTAP10-1	0	1
18	-	ENSG00000215472.10	RPL17-C18orf32	3.5777642	0.83736186
18	-	ENSG00000215474.7	SKOR2	0	1
13	-	ENSG00000215475.4	SIAH3	0	1
20	+	ENSG00000215529.12	EFCAB8	0	1
20	-	ENSG00000215545.1	DEFB116	0	1
20	+	ENSG00000215547.1	DEFB115	0	1
22	-	ENSG00000215568.7	GAB4	0	1
20	+	ENSG00000215595.1	C20orf202	0	1
4	-	ENSG00000215612.7	HMX1	0	1
17	+	ENSG00000215644.9	GCGR	0	0.49346118
1	+	ENSG00000215695.1	RSC1A1	0	1
1	+	ENSG00000215704.9	CELA2B	0	1
6	-	ENSG00000215712.10	TMEM242	8.320042	0.93581814
1	+	ENSG00000215717.5	TMEM167B	37.442496	0.99783216
1	+	ENSG00000215784.5	FAM72D	6.5720344	0.65907584
1	-	ENSG00000215788.9	TNFRSF25	0	1
1	-	ENSG00000215790.6	SLC35E2	1.7335834	0.28469348
1	-	ENSG00000215817.5	ZC3H11B	0.47458436	1
1	-	ENSG00000215845.10	TSTD1	15.108306	0.89599156
1	-	ENSG00000215853.3	RPTN	0	1
1	-	ENSG00000215883.10	CYB5RL	7.9225254	0.97721746
1	-	ENSG00000215906.8	LACTBL1	0	1
1	+	ENSG00000215910.7	C1orf167	0	1
1	-	ENSG00000215912.12	TTC34	1.936086	1
1	+	ENSG00000215915.9	ATAD3C	0.53863146	0.6224727
19	+	ENSG00000216490.3	IFI30	282.87892	0.74820672
19	+	ENSG00000216588.8	IGSF23	0	1
X	+	ENSG00000216649.3	GAGE12E	0	1
2	-	ENSG00000216921.7	AC131097.4	0.027572478	1
10	+	ENSG00000216937.12	CCDC7	0.079934672	0.0120550584
5	-	ENSG00000217128.11	FNIP1	26.293534	0.53599492
2	+	ENSG00000217236.1	SP9	0	1
22	-	ENSG00000217442.3	SYCE3	0.031755932	0.9796428
16	+	ENSG00000217555.12	CKLF	0.70320172	0.86146862
16	-	ENSG00000217930.7	PAM16	6.5893596	0.69903982
4	+	ENSG00000218336.8	TENM3	0	1
2	+	ENSG00000218739.9	CEBPZOS	15.195958	0.32732016
2	+	ENSG00000218819.4	TDRD15	0	0.98432838
7	-	ENSG00000218823.1	PAPOLB	0	1
19	-	ENSG00000218891.4	ZNF579	5.0247328	1
1	+	ENSG00000219073.7	CELA3B	0.07240054	0.87909594
17	+	ENSG00000219200.11	RNASEK	60.830022	0.9839517
11	+	ENSG00000219435.4	TEX40	0	1
22	+	ENSG00000219438.8	FAM19A5	0	1
1	-	ENSG00000219481.10	NBPF1	0	0
7	+	ENSG00000219545.10	UMAD1	0.6207487	0.043499918
6	+	ENSG00000219607.3	PPP1R3G	0.38900498	1
2	+	ENSG00000219626.8	FAM228B	0.65398892	0.33018486
19	-	ENSG00000220008.3	LINGO3	0.71482734	1
19	-	ENSG00000220201.7	ZGLP1	0.75612014	0.80475228
17	-	ENSG00000220205.8	VAMP2	43.132678	0.75470186
7	+	ENSG00000221813.3	OR6B1	0	1
8	-	ENSG00000221818.8	EBF2	0	1
6	-	ENSG00000221821.3	C6orf226	1.531265	1
2	-	ENSG00000221823.10	PPP3R1	68.38628	0.9374367
19	-	ENSG00000221826.9	PSG3	0	1
9	-	ENSG00000221829.9	FANCG	3.7610462	0.1907236
7	+	ENSG00000221836.2	OR2A5	0	1
21	+	ENSG00000221837.5	KRTAP10-9	0	1
7	+	ENSG00000221838.9	AP4M1	1.8368598	0.31662632
11	+	ENSG00000221840.3	OR4A5	0	1
2	+	ENSG00000221843.3	C2orf16	1.2446792	1
17	-	ENSG00000221852.4	KRTAP1-5	0	1
7	+	ENSG00000221855.1	TAS2R41	0	1
7	+	ENSG00000221858.2	OR2A12	0	1
21	+	ENSG00000221859.2	KRTAP10-10	0	1
21	-	ENSG00000221864.4	KRTAP12-2	0	1
7	-	ENSG00000221866.9	PLXNA4	0.063335252	1
X	+	ENSG00000221867.8	MAGEA3	0	1
8	-	ENSG00000221869.4	CEBPD	0.67832622	1
X	+	ENSG00000221870.2	TMEM257	0	1
19	-	ENSG00000221874.4	ZNF816-ZNF321P	0	1
19	-	ENSG00000221878.11	PSG7	0	1
17	-	ENSG00000221880.3	KRTAP1-3	0	1
17	-	ENSG00000221882.2	OR3A2	0	1
3	-	ENSG00000221883.2	ARIH2OS	1.2473964	1
5	-	ENSG00000221886.3	ZBED8	2.9499032	1
18	+	ENSG00000221887.5	HMSD	5.5334724	0.78232486
1	-	ENSG00000221888.3	OR1C1	0	1
22	-	ENSG00000221890.2	NPTXR	0.33890622	1
7	+	ENSG00000221900.5	POM121L12	0	1
7	-	ENSG00000221909.2	FAM200A	7.8962444	0.89941584
7	+	ENSG00000221910.2	OR2F2	0	1
8	+	ENSG00000221914.8	PPP2R2A	55.263708	0.78725686
19	-	ENSG00000221916.3	C19orf73	0.067957148	1
19	+	ENSG00000221923.8	ZNF880	4.9024272	0.96184052
17	-	ENSG00000221926.11	TRIM16	6.3275248	0.4808598
11	-	ENSG00000221931.2	OR6X1	0	1
11	+	ENSG00000221932.6	HEPN1	0	1
7	+	ENSG00000221933.2	OR2A25	0	1
7	+	ENSG00000221937.4	TAS2R40	0	1
7	+	ENSG00000221938.3	OR2A14	0	1
2	-	ENSG00000221944.5	TIGD1	9.9882512	1
19	+	ENSG00000221946.7	FXYD7	0	0.9665547
8	+	ENSG00000221947.7	XKR9	0.30418584	0.99282382
11	-	ENSG00000221954.2	OR4C12	0	1
3	-	ENSG00000221955.10	SLC12A8	2.923971	0.29714662
2	-	ENSG00000221961.3	PRR21	0	1
22	+	ENSG00000221963.5	APOL6	24.667934	0.90014874
11	-	ENSG00000221968.8	FADS3	2.4589872	0.81902498
7	+	ENSG00000221970.1	OR2A1	0	1
3	-	ENSG00000221972.3	C3orf36	0	1
14	+	ENSG00000221977.1	OR4E2	0	1
1	-	ENSG00000221978.11	CCNL2	21.197402	0.80680292
19	+	ENSG00000221983.7	UBA52	539.18278	0.99652586
1	-	ENSG00000221986.6	MYBPHL	0	1
6	+	ENSG00000221988.12	PPT2	2.2044	0.37421322
7	+	ENSG00000221989.2	OR2A2	0	1
X	-	ENSG00000221994.10	ZNF630	1.5233702	0.50981942
17	-	ENSG00000221995.5	TIAF1	4.111126	1
1	+	ENSG00000222009.8	BTBD19	0	0
7	+	ENSG00000222011.8	FAM185A	0.32393352	0.53620002
2	+	ENSG00000222014.5	RAB6C	0	1
21	-	ENSG00000222018.1	C21orf140	1.18860074e-05	1
14	+	ENSG00000222028.3	PSMB11	0	1
14	+	ENSG00000222036.7	POTEM	0	1
2	+	ENSG00000222038.3	POTEJ	0	1
1	+	ENSG00000222046.2	DCDC2B	0	0
10	-	ENSG00000222047.8	C10orf55	0	1
3	+	ENSG00000223401.2	RP11-211G3.2	0	1
11	-	ENSG00000223417.8	TRIM49D1	0	1
8	-	ENSG00000223443.2	USP17L2	0	1
16	-	ENSG00000223496.2	EXOSC6	29.360182	1
6	-	ENSG00000223501.8	VPS52	11.477346	0.29338806
17	-	ENSG00000223510.6	CDRT15	0.1384887	1
19	+	ENSG00000223547.9	ZNF844	7.0050664	0.80670498
4	+	ENSG00000223569.6	USP17L15	0	1
15	+	ENSG00000223572.9	CKMT1A	0	1
19	-	ENSG00000223573.6	TINCR	0.37557506	1
X	+	ENSG00000223591.5	CENPVP1	0	1
10	-	ENSG00000223601.2	EBLN1	0	1
11	-	ENSG00000223609.7	HBD	0	0.93820632
7	+	ENSG00000223614.5	ZNF735	0	1
19	+	ENSG00000223638.3	RFPL4A	0	1
2	-	ENSG00000223658.7	C1GALT1C1L	0	1
19	-	ENSG00000223802.7	CERS1	0.013865412	1
6	+	ENSG00000223865.10	HLA-DPB1	185.05298	0.95303258
11	-	ENSG00000223953.5	C1QTNF5	0	1
1	+	ENSG00000224051.6	CPTP	9.3722804	0.83832562
X	-	ENSG00000224089.3	CT47A10	0	1
X	-	ENSG00000224107.5	LINC00633	0	1
X	-	ENSG00000224109.2	CENPVP3	0	1
17	+	ENSG00000224383.7	PRR29	0	1
6	+	ENSG00000224389.8	C4B	0.28516742	0.65933656
19	+	ENSG00000224420.3	ADM5	0.91282188	0.71293142
X	-	ENSG00000224440.1	CXorf51A	0	1
16	+	ENSG00000224470.7	ATXN1L	44.347916	0.76108634
6	+	ENSG00000224531.5	SMIM13	7.90393	0.97452116
6	+	ENSG00000224586.6	GPX5	0	1
X	+	ENSG00000224659.2	GAGE12J	0	1
19	-	ENSG00000224689.8	ZNF812P	0	1
16	+	ENSG00000224712.12	NPIPA3	4.3999278e-07	1
17	+	ENSG00000224877.3	C17orf89	3.4079528	0.41926716
X	+	ENSG00000224902.5	GAGE12H	0	1
19	+	ENSG00000224916.8	APOC4-APOC2	0	0.9615773
7	-	ENSG00000224940.8	PRRT4	0	1
X	-	ENSG00000224960.4	PPP4R3CP	0	1
12	+	ENSG00000224982.3	TMEM233	0.011838222	1
X	-	ENSG00000225110.2	LL0XNC01-16G2.1	0	1
17	+	ENSG00000225180.7	AATK-AS1	0	1
17	-	ENSG00000225190.9	PLEKHM1	5.2381842	0.71540746
8	-	ENSG00000225327.3	USP17L3	0	1
15	-	ENSG00000225362.8	CT62	0	1
X	-	ENSG00000225396.5	RP11-69A21.2	0	1
3	-	ENSG00000225526.4	MKRN2OS	0	1
1	-	ENSG00000225556.1	C2CD4D	0	0
16	+	ENSG00000225614.2	ZNF469	0.41256774	0.99989804
17	-	ENSG00000225663.7	MCRIP1	18.029538	1
3	-	ENSG00000225697.11	SLC26A6	0	0
14	-	ENSG00000225698.3	IGHV3-72	0	1
7	+	ENSG00000225781.1	OR6V1	0	1
11	+	ENSG00000225805.4	CTD-2313N18.7	0.029916614	1
1	-	ENSG00000225828.1	FAM229A	0.029014022	1
10	-	ENSG00000225830.11	ERCC6	2.7942798	0.1706299974
3	-	ENSG00000225873.3	LINC00694	0.16977012	1
10	-	ENSG00000225899.7	FRG2B	0	1
6	+	ENSG00000225921.6	NOL7	37.886496	0.7231561
7	+	ENSG00000225932.3	CTAGE4	0	1
5	-	ENSG00000225940.5	C5orf67	0	1
19	-	ENSG00000225950.8	NTF4	0	1
7	+	ENSG00000225968.7	ELFN1	0.052306686	1
15	-	ENSG00000225973.3	PIGBOS1	6.7220284	0.8399445
X	-	ENSG00000226023.6	CT47A6	0	1
2	-	ENSG00000226124.6	FTCDNL1	0.80890428	0.9032683
14	+	ENSG00000226174.6	TEX22	0.25544352	0.93258276
11	+	ENSG00000226288.1	OR52I2	0	1
2	+	ENSG00000226321.5	CROCC2	0	1
X	-	ENSG00000226372.3	DCAF8L1	0	1
8	-	ENSG00000226430.5	USP17L7	0	1
2	-	ENSG00000226479.3	TMEM185B	16.564772	1
8	+	ENSG00000226490.1	AC138647.1	0	1
X	-	ENSG00000226600.3	CT47A9	0	1
5	+	ENSG00000226650.5	KIF4B	0	1
X	-	ENSG00000226685.4	CT47A12	0	1
7	+	ENSG00000226690.7	AC005281.1	0	1
6	+	ENSG00000226733.2	RP11-397G17.1	0	1
18	+	ENSG00000226742.3	HSBP1L1	0.141340802	0.5604716
12	-	ENSG00000226761.3	TAS2R46	0	1
19	+	ENSG00000226763.4	SRRM5	0.42408334	1
X	-	ENSG00000226784.2	PGAM4	0.096478438	1
13	-	ENSG00000226792.7	LINC00371	0	1
8	-	ENSG00000226807.6	MROH5	0	1
4	-	ENSG00000226887.7	ERVMER34-1	0	1
X	-	ENSG00000226929.3	CT47A11	0	1
6	+	ENSG00000226979.8	LTA	22.08121	0.74969038
14	+	ENSG00000227051.6	C14orf132	0.4418847	1
6	-	ENSG00000227057.8	WDR46	17.616436	0.51169446
12	-	ENSG00000227059.6	ANHX	0	1
3	-	ENSG00000227124.8	ZNF717	2.7794666	0.49912228
4	+	ENSG00000227140.3	USP17L5	0	1
13	+	ENSG00000227151.4	PRR20D	0	1
X	+	ENSG00000227234.1	SPANXB1	0	1
10	-	ENSG00000227268.3	KLLN	4.3379392	1
10	-	ENSG00000227345.8	PARG	16.473542	0.53666812
7	+	ENSG00000227471.8	AKR1B15	0.060679634	1
X	+	ENSG00000227488.2	GAGE12D	0	1
19	+	ENSG00000227500.9	SCAMP4	26.370652	0.956981
6	-	ENSG00000227507.2	LTB	6.7454692	0.80853806
4	+	ENSG00000227551.1	USP17L12	0	1
14	-	ENSG00000227729.3	RD3L	0	1
1	-	ENSG00000227868.5	C1orf234	0	1
10	-	ENSG00000227877.6	MRLN	0	1
7	-	ENSG00000228049.7	POLR2J2	2.0265044	0.40451264
18	+	ENSG00000228075.4	BOD1L2	0	1
9	-	ENSG00000228083.2	IFNA14	0	1
1	+	ENSG00000228198.2	OR2M3	0	1
9	+	ENSG00000228278.3	ORM2	0	1
19	+	ENSG00000228300.13	C19orf24	16.1586016	1
6	+	ENSG00000228439.5	TSTD3	0.58493398	0.43603736
2	-	ENSG00000228474.5	OST4	105.11194	0.9503618
2	+	ENSG00000228486.10	LINC01125	0	0.50669892
X	-	ENSG00000228517.2	CT47A7	0	1
19	-	ENSG00000228567.3	VN1R4	0	1
10	+	ENSG00000228570.7	NUTM2E	0	1
1	-	ENSG00000228594.3	FNDC10	0.37441838	1
11	+	ENSG00000228607.2	CLDN25	0	1
9	-	ENSG00000228623.4	ZNF883	0	1
5	-	ENSG00000228672.3	PROB1	8.4106926	1
17	-	ENSG00000228696.8	ARL17B	1.7640618	0.97535544
5	-	ENSG00000228716.6	DHFR	38.304888	0.97988172
6	+	ENSG00000228727.8	SAPCD1	0.3779956	0.2167417
X	-	ENSG00000228836.8	CT45A5	0	1
4	+	ENSG00000228856.3	USP17L30	0	1
11	+	ENSG00000229183.8	PGA4	0	1
19	+	ENSG00000229292.1	RFPL4AL1	0	1
9	+	ENSG00000229314.5	ORM1	0	0.93721452
14	-	ENSG00000229415.9	SFTA3	0	1
3	-	ENSG00000229453.2	SPINK8	0	1
15	-	ENSG00000229474.6	PATL2	1.2565356	0.11638606
10	-	ENSG00000229544.8	NKX1-2	0	1
1	+	ENSG00000229571.6	PRAMEF25	0	1
4	+	ENSG00000229579.4	USP17L26	0	1
17	+	ENSG00000229637.3	PRAC2	0	1
13	+	ENSG00000229665.8	PRR20C	0	1
19	+	ENSG00000229676.2	ZNF492	0.15552592	0.9794048
16	-	ENSG00000229809.8	ZNF688	3.0708354	0.93401374
19	+	ENSG00000229833.9	PET100	10.722154	0.8672991
11	+	ENSG00000229859.9	PGA3	0	1
4	-	ENSG00000229894.4	RP11-668G10.2	0	1
4	+	ENSG00000229924.3	FAM90A26	0	1
7	-	ENSG00000229937.5	PRPS1L1	0	1
3	+	ENSG00000229972.7	IQCF3	0	1
15	-	ENSG00000230031.10	POTEB2	0	1
9	-	ENSG00000230054.2	RP11-402G3.5	0	1
6	+	ENSG00000230062.5	ANKRD66	0	1
1	-	ENSG00000230124.6	ACBD6	33.112042	0.93914768
5	+	ENSG00000230178.1	OR4F3	0	1
3	+	ENSG00000230301.4	OR5H6	0	1
X	-	ENSG00000230347.5	CT47A8	0	1
4	+	ENSG00000230430.4	USP17L25	0	1
9	+	ENSG00000230453.9	ANKRD18B	0.043520688	1
19	-	ENSG00000230510.6	PPP5D1	0.31583088	1
19	+	ENSG00000230522.5	MBD3L2	0	1
8	+	ENSG00000230549.3	USP17L1	0	1
5	+	ENSG00000230561.4	CCDC192	0	1
X	-	ENSG00000230594.3	CT47A4	0	1
9	-	ENSG00000230601.6	RP11-402G3.3	0	1
7	+	ENSG00000230626.4	RP11-286H14.4	0	1
12	-	ENSG00000230657.6	PRB4	0	1
1	-	ENSG00000230667.5	SETSIP	0	1
15	-	ENSG00000230778.1	ANKRD63	0	1
X	+	ENSG00000230797.2	YY2	1.6320132	1
6	+	ENSG00000230873.8	STMND1	0	1
16	+	ENSG00000230989.6	HSBP1	23.162686	0.98450672
4	+	ENSG00000231051.3	USP17L28	0	1
21	-	ENSG00000231068.1	KRTAP21-3	0	1
3	+	ENSG00000231192.1	OR5H1	0	1
3	-	ENSG00000231213.6	PLSCR5	0	1
17	+	ENSG00000231256.7	C17orf105	0.1729141	1
19	-	ENSG00000231274.5	SBK3	0	1
4	+	ENSG00000231396.2	USP17L10	0	1
4	+	ENSG00000231637.3	USP17L29	0	1
2	-	ENSG00000231672.6	DIRC3	0	1
12	-	ENSG00000231738.10	TSPAN19	0	1
18	-	ENSG00000231824.3	AKAIN1	0	1
6	+	ENSG00000231852.6	CYP21A2	0	1
3	+	ENSG00000231861.2	OR5K2	0.016493664	1
12	-	ENSG00000231887.6	PRH1	0.028100556	0.89574062
19	-	ENSG00000231924.9	PSG1	0	1
6	-	ENSG00000231925.11	TAPBP	157.92246	0.85894344
5	+	ENSG00000231989.4	PPP1R2P3	0	1
X	+	ENSG00000232030.3	MAGEB6P1	0	1
6	-	ENSG00000232040.2	ZBED9	0.050111236	0.9799932
14	+	ENSG00000232070.8	TMEM253	0	1
3	+	ENSG00000232112.3	TMA7	84.20317	0.93184212
1	+	ENSG00000232113.2	RP11-360D2.1	0	1
X	+	ENSG00000232119.7	MCTS1	36.962786	0.97835424
2	-	ENSG00000232125.2	DYTN	0	1
16	-	ENSG00000232196.3	MTRNR2L4	0.11967972	1
1	-	ENSG00000232237.3	ASCL5	0	1
16	-	ENSG00000232258.6	TMEM114	0	1
21	-	ENSG00000232263.1	KRTAP25-1	0	1
4	+	ENSG00000232264.4	USP17L24	0	1
11	+	ENSG00000232268.5	OR52I1	0	1
3	+	ENSG00000232382.1	OR5K1	0	1
20	+	ENSG00000232388.4	LINC00493	24.482902	0.99884774
4	+	ENSG00000232399.3	USP17L13	0	1
1	-	ENSG00000232423.6	PRAMEF6	0	1
9	+	ENSG00000232434.2	C9orf172	3.4409354	1
6	-	ENSG00000232629.8	HLA-DQB2	1.142277	0.428121
