chr	strand	gene_id	gene_symbol	omega_p2	rate_p2
20	+	ENSG00000186458.4	DEFB132	0	1
X	-	ENSG00000186462.8	NAP1L2	0.069276344	1
5	-	ENSG00000186468.12	RPS23	182.67008	0.99766744
14	+	ENSG00000186469.8	GNG2	8.2912712	1
6	+	ENSG00000186470.13	BTN3A2	10.594784	0.68341708
X	+	ENSG00000186471.12	AKAP14	0	1
7	-	ENSG00000186472.19	PCLO	0.000968792000000001	1
19	-	ENSG00000186474.15	KLK12	0	1
5	+	ENSG00000186479.4	RGS7BP	0	1
7	+	ENSG00000186480.12	INSIG1	29.83352	0.92710768
2	-	ENSG00000186487.17	MYT1L	0	1
5	+	ENSG00000186493.11	C5orf38	4.2268524	0.60194112
18	-	ENSG00000186496.10	ZNF396	0.34893624	1
1	+	ENSG00000186501.14	TMEM222	19.236492	0.75067192
11	+	ENSG00000186509.4	OR9Q1	0	1
1	+	ENSG00000186510.11	CLCNKA	0	1
11	+	ENSG00000186513.2	OR9Q2	0	1
1	-	ENSG00000186517.13	ARHGAP30	0	1
2	-	ENSG00000186522.14	SEPT10	53.066524	0.9540948
8	-	ENSG00000186523.14	FAM86B1	0	1
19	+	ENSG00000186526.12	CYP4F8	0	1
19	+	ENSG00000186529.14	CYP4F3	0.086515628	1
17	-	ENSG00000186532.11	SMYD4	8.589404	0.79821248
8	-	ENSG00000186562.7	DEFB105A	0	1
1	+	ENSG00000186564.5	FOXD2	0.68524584	1
17	-	ENSG00000186566.12	GPATCH8	0.00105406	0.20880564
19	+	ENSG00000186567.12	CEACAM19	0.8466466	0.26262944
8	-	ENSG00000186572.2	DEFB107A	0	1
22	+	ENSG00000186575.17	NF2	38.845124	0.9385588
6	-	ENSG00000186577.12	C6orf1	7.784392	0.838778
8	+	ENSG00000186579.2	DEFB106A	0	1
8	+	ENSG00000186583.11	SPATC1	0	1
7	-	ENSG00000186591.11	UBE2H	79.66178	0.99747044
8	+	ENSG00000186599.7	DEFB105B	0	1
1	+	ENSG00000186603.5	HPDL	0.66313808	1
6	-	ENSG00000186625.13	KATNA1	13.2832	0.71832388
15	-	ENSG00000186628.12	FSD2	0.076117096	1
11	-	ENSG00000186635.14	ARAP1	21.256452	0.311082
9	-	ENSG00000186638.16	KIF24	0.3409536	0.86131708
11	-	ENSG00000186642.15	PDE2A	0.10148784	1
14	+	ENSG00000186648.14	CARMIL3	0	1
11	-	ENSG00000186652.9	PRG2	0	0.76812788
22	+	ENSG00000186654.20	PRR5	1.6884856	0.70483576
11	+	ENSG00000186660.14	ZFP91	62.59236	0.43830264
17	-	ENSG00000186665.9	C17orf58	1.8157376	0.90851
12	-	ENSG00000186666.5	BCDIN3D	3.9244816	1
X	-	ENSG00000186675.6	MAGEE2	0	1
2	-	ENSG00000186684.12	CYP27C1	0.16379604	1
5	+	ENSG00000186687.15	LYRM7	15.444428	0.9757792
12	+	ENSG00000186710.11	CFAP73	0.047211408	1
11	-	ENSG00000186714.12	CCDC73	0.030512152	1
22	+	ENSG00000186716.19	BCR	12.807208	0.33292384
19	-	ENSG00000186723.3	OR10H1	0	1
22	+	ENSG00000186732.13	MPPED1	0	1
17	+	ENSG00000186765.11	FSCN2	0.03167758	1
10	+	ENSG00000186766.7	FOXI2	0	1
X	-	ENSG00000186767.6	SPIN4	4.8224376	1
4	-	ENSG00000186777.11	ZNF732	0	1
X	-	ENSG00000186787.8	SPIN2B	3.8009072	1
9	+	ENSG00000186788.13	SPATA31D3	0	1
1	+	ENSG00000186790.5	FOXE3	0	1
3	-	ENSG00000186792.16	HYAL3	1.09611	0.89855948
10	+	ENSG00000186795.1	KCNK18	0	1
9	-	ENSG00000186803.3	IFNA10	0	1
19	-	ENSG00000186806.5	VSIG10L	0.080581112	0.88505184
X	-	ENSG00000186810.7	CXCR3	0	1
18	+	ENSG00000186812.12	ZNF397	11.963492	0.8965338
18	-	ENSG00000186814.12	ZSCAN30	18.436248	0.99214628
12	+	ENSG00000186815.12	TPCN1	28.76356	0.65801248
19	+	ENSG00000186818.12	LILRB4	0.044036556	1
1	-	ENSG00000186827.10	TNFRSF4	0	1
17	-	ENSG00000186832.8	KRT16	0.15191048	0.61414384
17	+	ENSG00000186834.3	HEXIM1	38.625904	1
19	+	ENSG00000186838.13	SELV	0	1
1	+	ENSG00000186844.5	LCE1A	0	1
17	-	ENSG00000186847.5	KRT14	0.99501544	0.7718892
2	-	ENSG00000186854.10	TRABD2A	2.1095692	0.73244688
17	-	ENSG00000186860.4	KRTAP17-1	0	1
10	-	ENSG00000186862.17	PDZD7	0.58506556	1
21	-	ENSG00000186866.16	POFUT2	38.37964	0.65661704
4	-	ENSG00000186867.10	QRFPR	0	1
17	+	ENSG00000186868.15	MAPT	0.3930856	1
X	-	ENSG00000186871.6	ERCC6L	0.38153168	1
9	+	ENSG00000186881.3	OR13F1	0	1
2	-	ENSG00000186889.9	TMEM17	0.99403064	0.84848512
1	-	ENSG00000186891.13	TNFRSF18	0	1
11	-	ENSG00000186895.2	FGF3	0	1
12	-	ENSG00000186897.4	C1QL4	0	1
11	+	ENSG00000186907.7	RTN4RL2	0.96418568	0.98894604
12	+	ENSG00000186908.14	ZDHHC17	10.7048	0.3462514
14	-	ENSG00000186910.3	SERPINA11	0	1
X	-	ENSG00000186912.6	P2RY4	0	1
8	-	ENSG00000186918.13	ZNF395	41.57346	0.78745228
17	+	ENSG00000186919.12	ZACN	0	1
21	+	ENSG00000186924.3	KRTAP22-1	0	1
21	-	ENSG00000186925.6	KRTAP19-6	0	1
21	-	ENSG00000186930.4	KRTAP6-2	0	1
9	+	ENSG00000186943.1	OR13C8	0	1
22	+	ENSG00000186951.16	PPARA	14.175796	0.88501916
5	-	ENSG00000186952.14	TMEM232	0.03923478	0.98067704
21	-	ENSG00000186965.4	KRTAP19-2	0	1
21	-	ENSG00000186967.6	KRTAP19-4	0	1
21	+	ENSG00000186970.4	KRTAP15-1	0	1
21	+	ENSG00000186971.3	KRTAP13-4	0	1
1	+	ENSG00000186973.10	FAM183A	0	1
22	-	ENSG00000186976.14	EFCAB6	0.13970708	0.99631496
21	-	ENSG00000186977.2	KRTAP19-5	0	1
21	-	ENSG00000186980.6	KRTAP23-1	0	1
19	-	ENSG00000186994.11	KANK3	0.090800652	1
22	+	ENSG00000186998.15	EMID1	0	1
9	+	ENSG00000187003.6	ACTL7A	0	1
21	-	ENSG00000187005.4	KRTAP21-1	0	1
1	+	ENSG00000187010.19	RHD	0.074661712	0.118236392
1	+	ENSG00000187017.15	ESPN	0	1
10	+	ENSG00000187021.14	PNLIPRP1	0	0.98366536
9	-	ENSG00000187024.13	PTRH1	4.6905348	0.77595216
21	-	ENSG00000187026.2	KRTAP21-2	0	1
3	+	ENSG00000187033.9	SAMD7	0	1
7	+	ENSG00000187037.8	GPR141	0	1
22	-	ENSG00000187045.16	TMPRSS6	0.12163252	1
1	-	ENSG00000187048.12	CYP4A11	0	1
11	+	ENSG00000187049.9	TMEM216	6.8545164	0.76075868
22	-	ENSG00000187051.8	RPS19BP1	28.732812	0.97313048
4	-	ENSG00000187054.15	TMPRSS11A	0	1
11	-	ENSG00000187066.8	TMEM262	0	1
3	-	ENSG00000187068.2	C3orf70	0.26021996	1
11	+	ENSG00000187079.15	TEAD1	163.75556	0.90563764
1	+	ENSG00000187080.7	OR2AK2	0	1
8	-	ENSG00000187082.2	DEFB106B	0	1
3	-	ENSG00000187091.13	PLCD1	1.6143624	0.26996512
3	-	ENSG00000187094.11	CCK	0	1
14	-	ENSG00000187097.12	ENTPD5	4.354814	0.12609208
3	+	ENSG00000187098.14	MITF	5.880634	0.91743464
14	-	ENSG00000187105.8	HEATR4	0.081909976	1
12	-	ENSG00000187109.13	NAP1L1	208.80344	0.91764168
19	-	ENSG00000187116.13	LILRA5	0	1
3	+	ENSG00000187118.12	CMC1	7.2334804	0.93393452
10	-	ENSG00000187122.16	SLIT1	0	1
2	+	ENSG00000187123.14	LYPD6	0.21557552	0.889994
10	+	ENSG00000187134.13	AKR1C1	5.9975528	0.74936728
19	+	ENSG00000187135.7	VSTM2B	0	1
1	+	ENSG00000187140.5	FOXD3	0	1
1	-	ENSG00000187144.11	SPATA21	0	1
1	+	ENSG00000187147.17	RNF220	0.96364864	0.40044388
11	-	ENSG00000187151.7	ANGPTL5	0.02520498	0.94936024
10	-	ENSG00000187164.18	SHTN1	1.8396012	0.91825744
12	+	ENSG00000187166.1	H1FNT	0	1
1	+	ENSG00000187170.4	LCE4A	0	1
1	+	ENSG00000187173.3	LCE2A	0	1
21	-	ENSG00000187175.5	KRTAP12-1	0	1
1	+	ENSG00000187180.3	LCE2C	0	1
9	-	ENSG00000187186.14	RP11-195F19.5	0.82906796	1
19	+	ENSG00000187187.13	ZNF546	3.0656556	0.9448506
6	-	ENSG00000187189.10	TSPYL4	26.714408	1
16	+	ENSG00000187193.8	MT1X	10.599816	0.98041552
9	+	ENSG00000187210.12	GCNT1	18.174024	0.60659996
1	+	ENSG00000187223.3	LCE2D	0	1
2	-	ENSG00000187231.13	SESTD1	18.058924	0.83449128
1	+	ENSG00000187238.5	LCE3B	0	1
9	-	ENSG00000187239.16	FNBP1	28.713436	0.59450372
11	+	ENSG00000187240.13	DYNC2H1	9.3914488	0.28802196
17	-	ENSG00000187242.4	KRT12	0	1
X	-	ENSG00000187243.16	MAGED4B	4.5013328	1
19	+	ENSG00000187244.10	BCAM	2.6842496	0.66162652
7	+	ENSG00000187257.15	RSBN1L	12.716148	0.66857232
7	+	ENSG00000187258.13	NPSR1	0	1
7	-	ENSG00000187260.15	WDR86	0	0.99623024
19	-	ENSG00000187266.13	EPOR	1.39167	0.8138466
X	-	ENSG00000187268.11	FAM9C	0	1
17	+	ENSG00000187272.5	KRTAP9-8	0	1
3	-	ENSG00000187288.10	CIDEC	0.049799132	0.8536394
18	+	ENSG00000187323.11	DCC	0	1
X	-	ENSG00000187325.4	TAF9B	8.05438	0.4131598
5	+	ENSG00000187372.11	PCDHB13	0.17814268	1
7	-	ENSG00000187391.19	MAGI2	3.4473472	0.98340192
11	+	ENSG00000187398.11	LUZP2	0.001096808	1
7	+	ENSG00000187416.11	LHFPL3	0	1
15	+	ENSG00000187446.11	CHP1	55.613576	0.9620526
19	+	ENSG00000187474.4	FPR3	0	1
6	-	ENSG00000187475.5	HIST1H1T	0	1
11	+	ENSG00000187479.5	C11orf96	0.40724452	1
11	-	ENSG00000187486.5	KCNJ11	0.028753676	1
3	-	ENSG00000187492.8	CDHR4	0.027697528	1
13	-	ENSG00000187498.14	COL4A1	56.46044	0.43630132
12	+	ENSG00000187510.7	PLEKHG7	0	1
1	+	ENSG00000187513.8	GJA4	0.023725584	1
2	+	ENSG00000187514.15	PTMA	402.82656	0.95092908
X	+	ENSG00000187516.6	HYPM	0	1
10	+	ENSG00000187522.14	HSPA14	5.4424816	0.31403156
3	-	ENSG00000187527.10	ATP13A5	0	1
17	-	ENSG00000187531.13	SIRT7	4.7898836	1
4	+	ENSG00000187533.13	PRR27	0	1
16	-	ENSG00000187535.13	IFT140	2.6385924	0.44771196
14	-	ENSG00000187537.13	POTEG	0	1
1	-	ENSG00000187545.5	PRAMEF10	0	1
7	-	ENSG00000187546.13	AGMO	0.08788876	0.83820928
19	-	ENSG00000187550.8	SBK2	0	1
10	+	ENSG00000187553.8	CYP26C1	0	1
1	-	ENSG00000187554.11	TLR5	0	1
16	-	ENSG00000187555.14	USP7	25.742816	0.60258924
19	+	ENSG00000187556.7	NANOS3	0	1
9	+	ENSG00000187559.5	FOXD4L3	0	1
6	-	ENSG00000187566.4	NHLRC1	1.1147164	1
12	+	ENSG00000187569.2	DPPA3	0	1
14	+	ENSG00000187581.2	COX8C	0	1
1	+	ENSG00000187583.10	PLEKHN1	0.36694484	0.36401604
17	-	ENSG00000187595.15	ZNF385C	0	1
2	+	ENSG00000187600.12	TMEM247	0	1
X	+	ENSG00000187601.4	MAGEH1	12.969768	1
2	+	ENSG00000187605.15	TET3	7.8253528	0.82819168
17	+	ENSG00000187607.15	ZNF286A	10.627272	0.94337928
1	+	ENSG00000187608.8	ISG15	6.8244564	0.96074508
9	-	ENSG00000187609.15	EXD3	4.3334836	0.703919
11	-	ENSG00000187612.1	OR5W2	0	1
9	-	ENSG00000187616.4	TMEM8C	0	1
17	+	ENSG00000187624.8	C17orf97	0.51267664	0.90293492
6	-	ENSG00000187626.8	ZKSCAN4	3.1225384	0.47508496
2	+	ENSG00000187627.14	RGPD1	0	1
14	+	ENSG00000187630.15	DHRS4L2	7.7624644	0.95920304
1	+	ENSG00000187634.11	SAMD11	0.068993956	0.42868692
1	-	ENSG00000187642.9	PERM1	0	1
19	+	ENSG00000187650.3	VMAC	1.4403684	0.93775448
5	+	ENSG00000187658.6	C5orf52	0	1
19	-	ENSG00000187664.8	HAPLN4	0	1
3	-	ENSG00000187672.12	ERC2	0	1
13	+	ENSG00000187676.7	B3GLCT	8.921266	0.87897324
5	-	ENSG00000187678.8	SPRY4	17.534132	1
X	+	ENSG00000187682.2	ERAS	0	1
17	+	ENSG00000187688.14	TRPV2	3.065064	0.33381692
4	+	ENSG00000187689.9	AMTN	0	1
X	+	ENSG00000187690.3	CXorf67	0	1
3	-	ENSG00000187695.7	RP11-723O4.6	0.0078339152	0.17846276
2	+	ENSG00000187699.10	C2orf88	1.0319784	1
1	-	ENSG00000187701.3	OR2T27	0	1
9	-	ENSG00000187713.6	TMEM203	28.105228	1
10	+	ENSG00000187714.6	SLC18A3	0	1
3	+	ENSG00000187715.13	KBTBD12	0.042924464	1
15	+	ENSG00000187720.14	THSD4	5.2851232	0.41890736
11	+	ENSG00000187726.8	DNAJB13	0.061623808	1
1	+	ENSG00000187730.7	GABRD	0	1
1	+	ENSG00000187733.6	AMY1C	0	1
8	-	ENSG00000187735.12	TCEA1	79.638048	0.86372888
2	-	ENSG00000187736.12	NHEJ1	7.28875	0.86322932
16	-	ENSG00000187741.14	FANCA	1.3386228	0.25218464
9	+	ENSG00000187742.14	SECISBP2	16.92636	0.61929824
11	+	ENSG00000187747.2	OR52B6	0	1
9	-	ENSG00000187753.12	C9orf153	0	1
X	-	ENSG00000187754.8	SSX7	0	1
4	-	ENSG00000187758.7	ADH1A	0	0
9	-	ENSG00000187764.11	SEMA4D	0.41935996	1
21	+	ENSG00000187766.1	KRTAP10-8	0	1
6	+	ENSG00000187772.7	LIN28B	0	1
18	-	ENSG00000187773.8	FAM69C	0	1
17	-	ENSG00000187775.16	DNAH17	0	1
12	-	ENSG00000187778.13	MCRS1	14.158272	0.54142536
10	+	ENSG00000187783.11	TMEM72	0	1
14	+	ENSG00000187790.10	FANCM	3.010432	0.77036916
9	-	ENSG00000187791.12	FAM205C	0	1
22	-	ENSG00000187792.4	ZNF70	5.4391392	0.94910216
9	-	ENSG00000187796.13	CARD9	0	0.7135012
1	+	ENSG00000187800.13	PEAR1	2.3597388	0.11918344
1	+	ENSG00000187801.14	ZFP69B	0.39685324	0.62371956
15	+	ENSG00000187806.7	TMEM202	0	1
X	+	ENSG00000187808.4	SOWAHD	0.033226748	1
1	+	ENSG00000187815.9	ZFP69	0	0
4	+	ENSG00000187821.8	HELT	0	1
X	+	ENSG00000187823.3	ZCCHC16	0	1
17	-	ENSG00000187824.8	TMEM220	2.4136084	0.51084432
2	+	ENSG00000187833.7	C2orf78	0	1
6	-	ENSG00000187837.3	HIST1H1C	3.1873336	1
17	-	ENSG00000187838.16	TMEM256-PLSCR3	31.151836	0.7599534
8	+	ENSG00000187840.4	EIF4EBP1	14.791448	0.95254364
12	+	ENSG00000187848.12	P2RX2	0	1
12	+	ENSG00000187855.5	ASCL4	0	1
12	+	ENSG00000187857.3	OR6C75	0	1
22	+	ENSG00000187860.10	CCDC157	0.69239876	0.83216172
1	+	ENSG00000187862.11	TTC24	0	1
9	+	ENSG00000187866.7	FAM122A	15.316684	1
19	-	ENSG00000187867.8	PALM3	0	1
6	+	ENSG00000187871.2	GFRAL	0	1
1	-	ENSG00000187889.12	C1orf168	0	1
19	-	ENSG00000187902.11	SHISA7	0	1
22	+	ENSG00000187905.10	LRRC74B	0	1
10	+	ENSG00000187908.15	DMBT1	0.000936168000000001	1
19	+	ENSG00000187912.11	CLEC17A	0	1
11	+	ENSG00000187918.4	OR51I2	0	1
9	-	ENSG00000187922.13	LCN10	0	1
1	+	ENSG00000187942.11	LDLRAD2	0.7936856	1
2	-	ENSG00000187944.2	C2orf66	0.02307448	0.97037804
12	-	ENSG00000187950.8	OVCH1	0.018300844	0.09353936
15	+	ENSG00000187951.10	ARHGAP11B	0	0
8	-	ENSG00000187954.12	CYHR1	17.213144	0.97382816
8	+	ENSG00000187955.11	COL14A1	0.66135376	0.85231336
2	-	ENSG00000187957.7	DNER	0.23382908	0.94179568
17	-	ENSG00000187959.9	CPSF4L	0	1
1	+	ENSG00000187961.13	KLHL17	0	0
X	+	ENSG00000187969.5	ZCCHC13	0	1
1	-	ENSG00000187980.6	PLA2G2C	0.039082252	1
6	-	ENSG00000187987.9	ZSCAN23	0	0
19	-	ENSG00000187994.13	RINL	2.2604912	0.79608436
17	+	ENSG00000187997.11	C17orf99	0	1
19	+	ENSG00000188000.3	OR7D2	0.19487444	1
3	+	ENSG00000188001.9	TPRG1	0.17442364	0.97010868
1	-	ENSG00000188004.9	C1orf204	0.99555792	0.58123128
2	+	ENSG00000188010.12	MORN2	5.8523184	0.92999612
2	+	ENSG00000188011.5	RTP5	0	1
1	-	ENSG00000188015.9	S100A3	2.1910716	0.38220488
X	+	ENSG00000188021.8	UBQLN2	45.608456	1
12	-	ENSG00000188026.12	RILPL1	12.867632	0.816458
19	-	ENSG00000188032.9	C19orf67	0	1
19	-	ENSG00000188033.9	ZNF490	0	0
7	+	ENSG00000188037.10	CLCN1	0	1
16	+	ENSG00000188038.7	NRN1L	0	1
19	+	ENSG00000188039.13	NWD1	0	1
2	-	ENSG00000188042.7	ARL4C	1.6193092	1
7	-	ENSG00000188050.2	RNF133	0	1
19	-	ENSG00000188051.6	TMEM221	0	1
6	+	ENSG00000188056.11	TREML4	0	1
1	+	ENSG00000188060.6	RAB42	0	0
22	-	ENSG00000188064.9	WNT7B	0	1
11	-	ENSG00000188070.9	C11orf95	14.552308	0.43539212
11	+	ENSG00000188076.2	SCGB1C1	0	1
3	-	ENSG00000188086.12	PRSS45	0	1
15	-	ENSG00000188089.13	PLA2G4E	0	1
1	+	ENSG00000188092.14	GPR89B	0.37043496	0.049726816
15	+	ENSG00000188095.4	MESP2	0.02119572	1
10	+	ENSG00000188100.8	FAM25A	0	1
6	-	ENSG00000188107.14	EYS	0.28872952	1
6	-	ENSG00000188112.8	C6orf132	8.041502	0.94721684
11	-	ENSG00000188124.2	OR2AG2	0	1
22	-	ENSG00000188130.13	MAPK12	5.7098336	0.5317304
9	+	ENSG00000188133.5	TMEM215	0	1
9	+	ENSG00000188152.12	NUTM2G	0.1693626	1
X	+	ENSG00000188153.12	COL4A5	5.2274692	0.35858116
21	-	ENSG00000188155.10	KRTAP10-6	0	1
1	+	ENSG00000188157.13	AGRN	6.8292328	0.11207664
X	+	ENSG00000188158.14	NHS	1.8731348	0.83113376
11	+	ENSG00000188162.10	OTOG	0	1
9	-	ENSG00000188163.7	FAM166A	0	1
3	-	ENSG00000188167.8	TMPPE	0.76571336	1
19	-	ENSG00000188171.15	ZNF626	3.9804172	0.48457008
7	-	ENSG00000188175.9	HEPACAM2	0	1
17	+	ENSG00000188176.11	SMTNL2	0	1
2	+	ENSG00000188177.13	ZC3H6	2.8917564	0.8102858
7	+	ENSG00000188186.10	LAMTOR4	24.076652	0.9288142
7	-	ENSG00000188191.14	PRKAR1B	4.1860756	0.92409136
10	+	ENSG00000188199.10	NUTM2B	0.28773964	1
11	+	ENSG00000188211.8	NCR3LG1	0.72368872	0.83420216
16	-	ENSG00000188215.9	DCUN1D3	18.136212	0.82949308
2	+	ENSG00000188219.14	POTEE	0	1
19	+	ENSG00000188227.12	ZNF793	1.0366904	1
9	+	ENSG00000188229.5	TUBB4B	83.909684	0.70548652
10	-	ENSG00000188234.13	AGAP4	4.0405776	0.47283368
13	-	ENSG00000188243.12	COMMD6	23.0881	0.69660464
1	-	ENSG00000188257.10	PLA2G2A	0	0.9733422
22	-	ENSG00000188263.10	IL17REL	0	1
15	+	ENSG00000188266.13	HYKK	0.8079476	0.98413592
19	-	ENSG00000188269.8	OR7A5	0	1
15	+	ENSG00000188277.9	C15orf62	0.39393348	1
2	+	ENSG00000188282.12	RUFY4	0	1
19	+	ENSG00000188283.11	ZNF383	4.2557776	0.94419412
1	-	ENSG00000188290.10	HES4	0	0.607843
19	+	ENSG00000188293.5	IGFL1	0	1
1	-	ENSG00000188295.14	ZNF669	1.689068	0.81279184
19	-	ENSG00000188305.5	C19orf35	0	1
3	+	ENSG00000188306.6	LRRIQ4	0	1
9	+	ENSG00000188312.13	CENPP	3.0406216	0.90855632
3	-	ENSG00000188313.12	PLSCR1	22.601228	0.95352192
3	-	ENSG00000188315.7	C3orf62	4.5547692	0.77631804
10	+	ENSG00000188316.13	ENO4	0.077997668	1
19	+	ENSG00000188321.13	ZNF559	7.2962312	0.66497164
16	+	ENSG00000188322.4	SBK1	0.05328712	1
12	-	ENSG00000188324.3	OR6C6	0	1
19	-	ENSG00000188334.3	BSPH1	0	1
3	+	ENSG00000188338.14	SLC38A3	0.000979148000000001	1
1	-	ENSG00000188340.1	OR6N2	0	1
13	+	ENSG00000188342.11	GTF2F2	15.089016	0.9573284
8	+	ENSG00000188343.12	FAM92A1	9.3326264	0.88531344
9	+	ENSG00000188352.12	FOCAD	25.614236	0.68123468
19	+	ENSG00000188368.9	PRR19	0.33942884	1
7	+	ENSG00000188372.14	ZP3	0.33546644	0.89833248
10	+	ENSG00000188373.4	C10orf99	0	1
12	-	ENSG00000188375.4	H3F3C	0	1
9	-	ENSG00000188379.6	IFNA2	0	1
10	+	ENSG00000188385.11	JAKMIP3	0.068350056	1
9	-	ENSG00000188386.6	PPP3R2	0	1
2	-	ENSG00000188389.10	PDCD1	0	1
12	-	ENSG00000188393.8	CLEC2A	0	1
9	+	ENSG00000188394.6	GPR21	0	1
1	-	ENSG00000188396.3	TCTEX1D4	0.033727688	1
1	-	ENSG00000188404.8	SELL	0	1
X	+	ENSG00000188408.5	MAGEB5	0	1
X	-	ENSG00000188419.13	CHM	12.174588	0.85229648
19	-	ENSG00000188425.3	NANOS2	0	1
6	-	ENSG00000188428.18	BLOC1S5	8.1795824	0.97283188
2	-	ENSG00000188452.13	CERKL	6.3145216	1
15	+	ENSG00000188467.10	SLC24A5	0	1
9	-	ENSG00000188483.7	IER5L	12.291464	1
11	-	ENSG00000188486.3	H2AFX	12.119764	1
11	+	ENSG00000188487.11	INSC	0.25739108	0.60273796
14	+	ENSG00000188488.13	SERPINA5	0.75834684	0.93946512
19	-	ENSG00000188493.14	C19orf54	8.5714432	0.77934492
15	-	ENSG00000188501.11	LCTL	0.1996444	1
19	+	ENSG00000188505.4	NCCRP1	0.15342768	0.99264928
19	-	ENSG00000188508.10	KRTDAP	0.062868684	0.87036708
4	-	ENSG00000188517.14	COL25A1	0	1
17	-	ENSG00000188522.14	FAM83G	5.8516764	0.98992544
9	+	ENSG00000188523.8	CFAP77	0	1
1	-	ENSG00000188529.14	SRSF10	53.049924	0.7814376
16	+	ENSG00000188536.12	HBA2	0.02574884	1
2	+	ENSG00000188542.9	DUSP28	2.2848644	0.8487326
15	-	ENSG00000188549.12	C15orf52	2.9803072	0.52757476
17	+	ENSG00000188554.13	NBR1	83.770736	0.84323196
1	+	ENSG00000188558.5	OR2G6	0	1
20	-	ENSG00000188559.13	RALGAPA2	7.1061564	0.90964056
9	+	ENSG00000188566.12	NDOR1	0.29712732	0.020524576
5	+	ENSG00000188573.7	FBLL1	0.024735252	1
6	+	ENSG00000188580.13	NKAIN2	0	1
17	-	ENSG00000188581.8	KRTAP1-1	0	1
3	-	ENSG00000188582.8	PAQR9	0	1
1	-	ENSG00000188585.7	LINC00083	0	1
12	+	ENSG00000188596.10	CFAP54	1.7790836	1
16	-	ENSG00000188603.17	CLN3	12.419088	0.88582048
1	-	ENSG00000188610.12	FAM72B	0.8114562	0.91202436
10	-	ENSG00000188611.14	ASAH2	1.5593844	1
17	-	ENSG00000188612.11	SUMO2	82.58188	0.96884904
10	+	ENSG00000188613.6	NANOS1	0.48081828	1
10	+	ENSG00000188620.9	HMX3	0	1
19	-	ENSG00000188624.2	IGFL3	0	1
15	-	ENSG00000188626.6	GOLGA8M	0	0.36011208
19	+	ENSG00000188629.11	ZNF177	0.31199856	0.86285132
22	-	ENSG00000188636.3	LDOC1L	30.371052	0.88565456
1	-	ENSG00000188641.12	DPYD	33.081376	0.78883308
1	-	ENSG00000188643.10	S100A16	82.742052	0.97147152
9	-	ENSG00000188647.12	PTAR1	41.04938	0.9227418
10	+	ENSG00000188649.12	CC2D2B	0.03396058	1
14	-	ENSG00000188655.10	RNASE9	0	1
15	+	ENSG00000188659.9	SAXO2	0.17052376	1
1	-	ENSG00000188672.17	RHCE	0.15962424	0.46773816
2	-	ENSG00000188674.10	C2orf80	0	1
8	+	ENSG00000188676.13	IDO2	0	1
22	+	ENSG00000188677.14	PARVB	16.49134	0.98723568
2	-	ENSG00000188687.16	SLC4A5	0.10223828	1
10	-	ENSG00000188690.12	UROS	22.04992	0.78616848
11	-	ENSG00000188691.5	OR56A5	0	1
21	-	ENSG00000188694.5	KRTAP24-1	0	1
X	-	ENSG00000188706.12	ZDHHC9	54.62744	0.89356456
7	+	ENSG00000188707.5	ZBED6CL	0.14314024	1
9	-	ENSG00000188710.2	QRFP	0	1
10	-	ENSG00000188716.5	DUPD1	0	1
5	-	ENSG00000188725.7	SMIM15	37.033172	0.9408496
3	+	ENSG00000188729.6	OSTN	0	1
7	+	ENSG00000188730.4	VWC2	0	1
7	+	ENSG00000188732.10	FAM221A	0	0.94309604
12	+	ENSG00000188735.12	TMEM120B	13.5638	0.49789112
2	+	ENSG00000188738.13	FSIP2	0.060841024	1
1	-	ENSG00000188739.14	RBM34	8.6840796	0.84607504
9	+	ENSG00000188747.8	NOXA1	0	0.0173258
2	+	ENSG00000188760.10	TMEM198	1.7335936	0.6270558
1	-	ENSG00000188761.11	BCL2L15	0	1
7	+	ENSG00000188763.4	FZD9	0.035100088	1
19	+	ENSG00000188766.12	SPRED3	2.6090464	0.59598636
1	+	ENSG00000188770.9	OPTC	0	1
11	-	ENSG00000188771.4	PLET1	0	1
8	-	ENSG00000188778.5	ADRB3	0	1
15	+	ENSG00000188779.10	SKOR1	0.1021142	1
1	+	ENSG00000188782.8	CATSPER4	0	1
1	+	ENSG00000188783.5	PRELP	3.2701676	0.85376932
1	-	ENSG00000188784.4	PLA2G2E	0	1
19	+	ENSG00000188785.11	ZNF548	7.6340208	1
1	-	ENSG00000188786.9	MTF1	16.693308	0.76177556
1	+	ENSG00000188800.5	TMCO2	0	1
17	+	ENSG00000188803.14	SHISA6	0	1
1	+	ENSG00000188807.12	TMEM201	8.3135068	0.75008248
13	+	ENSG00000188811.13	NHLRC3	6.1172596	0.49976008
10	+	ENSG00000188816.3	HMX2	0	1
3	+	ENSG00000188817.7	SNTN	0	1
5	-	ENSG00000188818.12	ZDHHC11	0.0366281	1
6	+	ENSG00000188820.12	FAM26F	0.25681236	1
1	-	ENSG00000188822.7	CNR2	0.040049484	1
16	-	ENSG00000188827.10	SLX4	6.1303572	0.5026008
X	-	ENSG00000188828.11	GLRA4	0	1
9	-	ENSG00000188833.9	ENTPD8	0	1
3	+	ENSG00000188846.13	RPL14	63.779424	0.96147668
4	-	ENSG00000188848.15	BEND4	0	1
1	-	ENSG00000188859.6	FAM78B	0	1
